,Date,TEAM,homeStatus,Opponent,oppHasLink,winner,pointsFor,pointsAllowed,FG,FGA,FG_pc,3P,3PA,3P_pc,FT,FTA,FT_pc,ORB,TRB,AST,STL,BLK,TOV,PF,FG_opp,FGA_opp,FG_pc_opp,3P_opp,3PA_opp,3P_pc_opp,FT_opp,FTA_opp,FT_pc_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,tourneyGame
11,b'2013-11-30',abilene-christian,b'@',b'Towson',1,b'L',b'47',b'74',b'18',b'55',b'.327',b'3',b'19',b'.158',b'8',b'11',b'.727',b'6',b'18',b'8',b'7',b'3',b'7',b'19',b'26',b'45',b'.578',b'6',b'17',b'.353',b'16',b'18',b'.889',b'4',b'29',b'12',b'1',b'9',b'14',b'17',False
12,b'2013-12-03',abilene-christian,b'',b'Hillsdale Baptist/Randall (Ok.)',0,b'W',b'93',b'53',b'37',b'69',b'.536',b'7',b'18',b'.389',b'12',b'24',b'.500',b'13',b'45',b'21',b'15',b'6',b'13',b'18',b'17',b'57',b'.298',b'5',b'22',b'.227',b'14',b'19',b'.737',b'7',b'27',b'4',b'3',b'3',b'22',b'21',False
13,b'2013-12-17',abilene-christian,b'',b'Bacone',0,b'W',b'90',b'63',b'31',b'62',b'.500',b'11',b'25',b'.440',b'17',b'21',b'.810',b'8',b'36',b'22',b'5',b'9',b'13',b'14',b'20',b'57',b'.351',b'9',b'24',b'.375',b'14',b'19',b'.737',b'11',b'31',b'12',b'6',b'2',b'15',b'16',False
14,b'2013-12-18',abilene-christian,b'',b'Open Bible College',0,b'W',b'87',b'43',b'31',b'65',b'.477',b'5',b'15',b'.333',b'20',b'23',b'.870',b'18',b'45',b'15',b'9',b'1',b'11',b'12',b'15',b'49',b'.306',b'3',b'19',b'.158',b'10',b'13',b'.769',b'4',b'25',b'6',b'7',b'2',b'19',b'13',False
15,b'2013-12-30',abilene-christian,b'',b'Open Bible College',0,b'W',b'99',b'49',b'33',b'58',b'.569',b'10',b'19',b'.526',b'23',b'25',b'.920',b'12',b'43',b'24',b'8',b'2',b'12',b'15',b'18',b'47',b'.383',b'5',b'17',b'.294',b'8',b'15',b'.533',b'1',b'12',b'6',b'2',b'3',b'17',b'17',False
16,b'2014-01-09',abilene-christian,b'@',b'New Orleans',1,b'L',b'81',b'87',b'28',b'63',b'.444',b'7',b'23',b'.304',b'18',b'25',b'.720',b'7',b'32',b'20',b'7',b'1',b'11',b'32',b'24',b'51',b'.471',b'7',b'17',b'.412',b'32',b'45',b'.711',b'7',b'38',b'13',b'2',b'3',b'13',b'22',False
17,b'2014-01-11',abilene-christian,b'@',b'Southeastern Louisiana',1,b'L(2 OT)',b'77',b'85',b'23',b'69',b'.333',b'7',b'19',b'.368',b'24',b'35',b'.686',b'11',b'45',b'8',b'7',b'0',b'7',b'22',b'27',b'65',b'.415',b'11',b'23',b'.478',b'20',b'26',b'.769',b'4',b'39',b'17',b'2',b'5',b'12',b'23',False
18,b'2014-01-16',abilene-christian,b'',b'Oral Roberts',1,b'L',b'59',b'82',b'19',b'47',b'.404',b'5',b'10',b'.500',b'16',b'18',b'.889',b'6',b'20',b'5',b'3',b'3',b'14',b'17',b'29',b'54',b'.537',b'6',b'14',b'.429',b'18',b'24',b'.750',b'11',b'30',b'10',b'8',b'6',b'11',b'15',False
19,b'2014-01-18',abilene-christian,b'',b'Central Arkansas',1,b'W',b'73',b'72',b'25',b'53',b'.472',b'5',b'14',b'.357',b'18',b'24',b'.750',b'8',b'27',b'11',b'12',b'1',b'15',b'18',b'30',b'56',b'.536',b'4',b'10',b'.400',b'8',b'20',b'.400',b'9',b'30',b'11',b'11',b'1',b'16',b'21',False
20,b'2014-01-23',abilene-christian,b'',b'Lamar',1,b'L',b'57',b'65',b'18',b'43',b'.419',b'5',b'14',b'.357',b'16',b'23',b'.696',b'7',b'28',b'6',b'9',b'2',b'22',b'22',b'23',b'48',b'.479',b'1',b'2',b'.500',b'18',b'22',b'.818',b'4',b'24',b'7',b'5',b'4',b'17',b'18',False
21,b'2014-01-25',abilene-christian,b'',b'Sam Houston State',1,b'L',b'51',b'70',b'16',b'38',b'.421',b'4',b'13',b'.308',b'15',b'21',b'.714',b'5',b'19',b'7',b'6',b'1',b'18',b'24',b'23',b'47',b'.489',b'6',b'16',b'.375',b'18',b'26',b'.692',b'10',b'27',b'14',b'9',b'2',b'11',b'22',False
22,,abilene-christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,abilene-christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,b'2014-01-30',abilene-christian,b'@',b'Stephen F. Austin',1,b'L',b'48',b'64',b'14',b'44',b'.318',b'3',b'9',b'.333',b'17',b'23',b'.739',b'6',b'24',b'5',b'6',b'5',b'21',b'17',b'23',b'60',b'.383',b'8',b'25',b'.320',b'10',b'14',b'.714',b'15',b'35',b'20',b'11',b'11',b'16',b'20',False
25,b'2014-02-01',abilene-christian,b'@',b'Northwestern State',1,b'L',b'66',b'84',b'20',b'53',b'.377',b'12',b'23',b'.522',b'14',b'16',b'.875',b'9',b'25',b'11',b'8',b'0',b'20',b'18',b'31',b'58',b'.534',b'7',b'19',b'.368',b'15',b'17',b'.882',b'11',b'32',b'24',b'13',b'6',b'13',b'15',False
26,b'2014-02-06',abilene-christian,b'',b'Houston Baptist',1,b'W',b'87',b'81',b'27',b'44',b'.614',b'5',b'9',b'.556',b'28',b'38',b'.737',b'5',b'25',b'12',b'8',b'3',b'14',b'21',b'30',b'50',b'.600',b'5',b'13',b'.385',b'16',b'28',b'.571',b'7',b'22',b'18',b'6',b'2',b'14',b'28',False
27,b'2014-02-08',abilene-christian,b'',b'Texas A&M-Corpus Christi',1,b'L',b'69',b'71',b'21',b'38',b'.553',b'10',b'20',b'.500',b'17',b'22',b'.773',b'1',b'12',b'14',b'5',b'0',b'16',b'22',b'25',b'43',b'.581',b'2',b'13',b'.154',b'19',b'24',b'.792',b'6',b'22',b'15',b'8',b'2',b'16',b'19',False
28,b'2014-02-13',abilene-christian,b'@',b'Incarnate Word',1,b'L',b'68',b'80',b'22',b'47',b'.468',b'8',b'15',b'.533',b'16',b'21',b'.762',b'4',b'22',b'9',b'6',b'0',b'13',b'19',b'26',b'44',b'.591',b'9',b'16',b'.563',b'19',b'24',b'.792',b'2',b'23',b'15',b'5',b'5',b'11',b'18',False
29,b'2014-02-15',abilene-christian,b'',b'Dallas Christian',0,b'W',b'108',b'69',b'39',b'67',b'.582',b'14',b'29',b'.483',b'16',b'17',b'.941',b'13',b'40',b'22',b'10',b'2',b'13',b'22',b'23',b'58',b'.397',b'4',b'18',b'.222',b'19',b'24',b'.792',b'11',b'23',b'5',b'6',b'3',b'17',b'16',False
30,b'2014-02-18',abilene-christian,b'',b'Arlington Baptist',0,b'W',b'80',b'66',b'26',b'53',b'.491',b'9',b'19',b'.474',b'19',b'25',b'.760',b'12',b'32',b'11',b'9',b'9',b'15',b'22',b'20',b'54',b'.370',b'9',b'19',b'.474',b'17',b'26',b'.654',b'10',b'27',b'11',b'8',b'0',b'18',b'28',False
31,b'2014-02-22',abilene-christian,b'',b'Southwestern Adventist',0,b'W',b'124',b'57',b'49',b'79',b'.620',b'21',b'34',b'.618',b'5',b'8',b'.625',b'11',b'39',b'35',b'18',b'4',b'7',b'18',b'20',b'51',b'.392',b'7',b'17',b'.412',b'10',b'17',b'.588',b'4',b'22',b'9',b'5',b'0',b'21',b'7',False
32,b'2014-02-27',abilene-christian,b'@',b'Nicholls State',1,b'L',b'60',b'79',b'17',b'39',b'.436',b'7',b'17',b'.412',b'19',b'25',b'.760',b'2',b'25',b'8',b'4',b'1',b'12',b'20',b'26',b'50',b'.520',b'10',b'22',b'.455',b'17',b'25',b'.680',b'5',b'26',b'17',b'9',b'4',b'5',b'21',False
33,b'2014-03-01',abilene-christian,b'@',b'McNeese State',1,b'L(1 OT)',b'91',b'95',b'30',b'54',b'.556',b'11',b'22',b'.500',b'20',b'23',b'.870',b'2',b'21',b'17',b'4',b'2',b'17',b'25',b'29',b'63',b'.460',b'9',b'23',b'.391',b'28',b'37',b'.757',b'16',b'36',b'21',b'6',b'2',b'13',b'20',False
34,b'2014-03-08',abilene-christian,b'',b'Incarnate Word',1,b'L',b'56',b'59',b'20',b'52',b'.385',b'6',b'19',b'.316',b'10',b'11',b'.909',b'8',b'26',b'14',b'8',b'2',b'20',b'15',b'24',b'55',b'.436',b'4',b'12',b'.333',b'7',b'11',b'.636',b'10',b'28',b'13',b'5',b'9',b'18',b'14',False
35,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,b'2013-11-08',air-force,b'N',b'Army',1,b'W',b'79',b'68',b'26',b'49',b'.531',b'10',b'15',b'.667',b'17',b'26',b'.654',b'8',b'34',b'11',b'8',b'4',b'17',b'18',b'23',b'68',b'.338',b'12',b'44',b'.273',b'10',b'13',b'.769',b'13',b'32',b'16',b'4',b'5',b'13',b'24',False
38,b'2013-11-09',air-force,b'@',b'VMI',1,b'L',b'63',b'71',b'23',b'53',b'.434',b'5',b'22',b'.227',b'12',b'19',b'.632',b'6',b'31',b'9',b'8',b'0',b'17',b'20',b'25',b'61',b'.410',b'5',b'26',b'.192',b'16',b'26',b'.615',b'12',b'38',b'11',b'10',b'4',b'11',b'20',False
39,b'2013-11-14',air-force,b'',b'Jackson State',1,b'L',b'82',b'84',b'27',b'57',b'.474',b'12',b'26',b'.462',b'16',b'26',b'.615',b'7',b'23',b'15',b'4',b'1',b'11',b'25',b'24',b'47',b'.511',b'7',b'11',b'.636',b'29',b'41',b'.707',b'7',b'34',b'15',b'5',b'8',b'12',b'25',False
40,b'2013-11-17',air-force,b'',b'Arkansas-Pine Bluff',1,b'W',b'67',b'64',b'19',b'45',b'.422',b'9',b'21',b'.429',b'20',b'26',b'.769',b'8',b'27',b'16',b'5',b'6',b'14',b'15',b'23',b'53',b'.434',b'8',b'21',b'.381',b'10',b'13',b'.769',b'9',b'28',b'13',b'12',b'6',b'14',b'23',False
41,b'2013-11-20',air-force,b'',b'Colorado Christian',0,b'W',b'78',b'51',b'28',b'51',b'.549',b'3',b'14',b'.214',b'19',b'25',b'.760',b'7',b'39',b'20',b'14',b'4',b'19',b'19',b'17',b'54',b'.315',b'6',b'25',b'.240',b'11',b'19',b'.579',b'7',b'25',b'10',b'10',b'1',b'20',b'20',False
42,b'2013-11-27',air-force,b'',b'Richmond',1,b'L',b'60',b'83',b'20',b'43',b'.465',b'4',b'13',b'.308',b'16',b'26',b'.615',b'5',b'24',b'9',b'3',b'4',b'15',b'19',b'29',b'54',b'.537',b'10',b'18',b'.556',b'15',b'26',b'.577',b'10',b'31',b'24',b'10',b'6',b'8',b'22',False
43,b'2013-11-30',air-force,b'',b'Colorado',1,b'L',b'57',b'81',b'19',b'46',b'.413',b'6',b'22',b'.273',b'13',b'19',b'.684',b'4',b'20',b'12',b'4',b'4',b'16',b'18',b'27',b'58',b'.466',b'9',b'24',b'.375',b'18',b'24',b'.750',b'14',b'41',b'20',b'5',b'3',b'11',b'21',False
44,b'2013-12-05',air-force,b'',b'South Dakota',1,b'W',b'94',b'86',b'26',b'48',b'.542',b'11',b'23',b'.478',b'31',b'39',b'.795',b'5',b'26',b'20',b'4',b'2',b'7',b'21',b'27',b'50',b'.540',b'11',b'26',b'.423',b'21',b'26',b'.808',b'3',b'23',b'19',b'5',b'4',b'11',b'28',False
45,b'2013-12-09',air-force,b'',b'Western State',0,b'W',b'94',b'53',b'33',b'59',b'.559',b'13',b'31',b'.419',b'15',b'24',b'.625',b'12',b'44',b'24',b'2',b'7',b'4',b'15',b'19',b'59',b'.322',b'5',b'26',b'.192',b'10',b'17',b'.588',b'10',b'29',b'12',b'3',b'0',b'7',b'19',False
46,b'2013-12-14',air-force,b'',b'UC-Riverside',1,b'W',b'62',b'52',b'18',b'62',b'.290',b'6',b'27',b'.222',b'20',b'25',b'.800',b'14',b'45',b'12',b'12',b'4',b'15',b'19',b'18',b'46',b'.391',b'3',b'14',b'.214',b'13',b'23',b'.565',b'3',b'34',b'12',b'10',b'7',b'20',b'20',False
47,b'2013-12-21',air-force,b'@',b'UC-Davis',1,b'L',b'74',b'80',b'29',b'62',b'.468',b'9',b'23',b'.391',b'7',b'8',b'.875',b'11',b'31',b'23',b'3',b'3',b'15',b'15',b'27',b'53',b'.509',b'5',b'21',b'.238',b'21',b'24',b'.875',b'9',b'27',b'17',b'7',b'0',b'12',b'14',False
48,b'2014-01-01',air-force,b'',b'Utah State',1,b'W',b'73',b'72',b'24',b'47',b'.511',b'6',b'16',b'.375',b'19',b'24',b'.792',b'7',b'28',b'14',b'4',b'3',b'14',b'14',b'27',b'56',b'.482',b'10',b'27',b'.370',b'8',b'11',b'.727',b'7',b'25',b'21',b'5',b'3',b'11',b'23',False
49,b'2014-01-04',air-force,b'@',b'UNLV',1,b'W',b'75',b'68',b'27',b'52',b'.519',b'8',b'18',b'.444',b'13',b'19',b'.684',b'5',b'27',b'14',b'4',b'1',b'10',b'17',b'24',b'53',b'.453',b'6',b'21',b'.286',b'14',b'23',b'.609',b'8',b'28',b'16',b'7',b'7',b'11',b'18',False
50,b'2014-01-08',air-force,b'@',b'Fresno State',1,b'L',b'65',b'71',b'21',b'49',b'.429',b'6',b'16',b'.375',b'17',b'22',b'.773',b'8',b'32',b'9',b'6',b'1',b'13',b'22',b'19',b'47',b'.404',b'9',b'19',b'.474',b'24',b'32',b'.750',b'5',b'26',b'10',b'7',b'7',b'9',b'18',False
51,b'2014-01-12',air-force,b'',b'San Diego State',1,b'L',b'72',b'79',b'28',b'54',b'.519',b'7',b'20',b'.350',b'9',b'13',b'.692',b'5',b'26',b'10',b'4',b'3',b'14',b'20',b'27',b'61',b'.443',b'7',b'14',b'.500',b'18',b'30',b'.600',b'14',b'35',b'11',b'6',b'5',b'7',b'16',False
52,b'2014-01-15',air-force,b'',b'San Jose State',1,b'W',b'77',b'62',b'25',b'44',b'.568',b'12',b'26',b'.462',b'15',b'19',b'.789',b'6',b'34',b'19',b'7',b'5',b'21',b'16',b'22',b'52',b'.423',b'6',b'19',b'.316',b'12',b'16',b'.750',b'5',b'20',b'12',b'9',b'1',b'16',b'23',False
53,b'2014-01-18',air-force,b'@',b'Colorado State',1,b'L',b'68',b'74',b'24',b'55',b'.436',b'9',b'28',b'.321',b'11',b'14',b'.786',b'4',b'29',b'16',b'2',b'4',b'11',b'23',b'23',b'54',b'.426',b'5',b'19',b'.263',b'23',b'32',b'.719',b'7',b'34',b'11',b'6',b'3',b'6',b'15',False
54,b'2014-01-22',air-force,b'',b'Wyoming',1,b'L',b'59',b'66',b'21',b'47',b'.447',b'9',b'23',b'.391',b'8',b'10',b'.800',b'7',b'24',b'17',b'2',b'1',b'16',b'19',b'20',b'40',b'.500',b'3',b'12',b'.250',b'23',b'25',b'.920',b'2',b'19',b'12',b'8',b'3',b'9',b'15',False
55,b'2014-01-29',air-force,b'@',b'Boise State',1,b'L',b'58',b'69',b'21',b'43',b'.488',b'3',b'6',b'.500',b'13',b'23',b'.565',b'4',b'20',b'11',b'4',b'3',b'10',b'18',b'22',b'49',b'.449',b'7',b'18',b'.389',b'18',b'22',b'.818',b'9',b'29',b'9',b'5',b'1',b'8',b'21',False
56,b'2014-02-01',air-force,b'@',b'Nevada',1,b'L(1 OT)',b'56',b'69',b'18',b'63',b'.286',b'6',b'35',b'.171',b'14',b'21',b'.667',b'10',b'37',b'13',b'7',b'2',b'11',b'18',b'22',b'56',b'.393',b'7',b'32',b'.219',b'18',b'26',b'.692',b'10',b'46',b'13',b'6',b'8',b'12',b'15',False
57,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,b'2014-02-05',air-force,b'',b'Fresno State',1,b'L',b'51',b'68',b'18',b'47',b'.383',b'9',b'25',b'.360',b'6',b'11',b'.545',b'7',b'30',b'15',b'7',b'3',b'20',b'16',b'25',b'58',b'.431',b'8',b'26',b'.308',b'10',b'15',b'.667',b'10',b'33',b'10',b'13',b'6',b'11',b'14',False
60,b'2014-02-08',air-force,b'',b'Colorado State',1,b'L',b'56',b'68',b'21',b'50',b'.420',b'6',b'23',b'.261',b'8',b'12',b'.667',b'6',b'17',b'15',b'8',b'7',b'9',b'28',b'19',b'46',b'.413',b'5',b'17',b'.294',b'25',b'33',b'.758',b'18',b'42',b'11',b'6',b'1',b'16',b'17',False
61,b'2014-02-12',air-force,b'@',b'San Jose State',1,b'W',b'51',b'48',b'19',b'58',b'.328',b'7',b'22',b'.318',b'6',b'10',b'.600',b'11',b'29',b'13',b'8',b'6',b'13',b'12',b'16',b'53',b'.302',b'5',b'18',b'.278',b'11',b'15',b'.733',b'14',b'38',b'9',b'7',b'2',b'17',b'12',False
62,b'2014-02-15',air-force,b'@',b'San Diego State',1,b'L',b'56',b'64',b'21',b'56',b'.375',b'5',b'20',b'.250',b'9',b'11',b'.818',b'9',b'30',b'13',b'4',b'3',b'7',b'26',b'19',b'45',b'.422',b'5',b'13',b'.385',b'21',b'32',b'.656',b'10',b'32',b'11',b'1',b'9',b'8',b'14',False
63,b'2014-02-22',air-force,b'',b'Nevada',1,b'L',b'56',b'75',b'22',b'60',b'.367',b'5',b'25',b'.200',b'7',b'15',b'.467',b'12',b'27',b'14',b'5',b'3',b'8',b'14',b'27',b'52',b'.519',b'8',b'20',b'.400',b'13',b'16',b'.813',b'8',b'36',b'11',b'5',b'5',b'9',b'15',False
64,b'2014-02-25',air-force,b'@',b'Wyoming',1,b'W',b'55',b'53',b'17',b'45',b'.378',b'5',b'22',b'.227',b'16',b'23',b'.696',b'6',b'33',b'6',b'5',b'1',b'15',b'18',b'20',b'50',b'.400',b'4',b'20',b'.200',b'9',b'17',b'.529',b'3',b'26',b'10',b'8',b'2',b'9',b'21',False
65,b'2014-03-01',air-force,b'',b'UNLV',1,b'L',b'67',b'93',b'23',b'64',b'.359',b'9',b'29',b'.310',b'12',b'20',b'.600',b'10',b'23',b'14',b'7',b'2',b'8',b'20',b'34',b'55',b'.618',b'12',b'18',b'.667',b'13',b'19',b'.684',b'10',b'45',b'21',b'3',b'7',b'15',b'19',False
66,b'2014-03-05',air-force,b'@',b'New Mexico',1,b'L',b'52',b'80',b'19',b'55',b'.345',b'7',b'27',b'.259',b'7',b'9',b'.778',b'3',b'23',b'10',b'7',b'2',b'16',b'14',b'29',b'60',b'.483',b'10',b'27',b'.370',b'12',b'16',b'.750',b'7',b'37',b'21',b'10',b'7',b'12',b'9',False
67,b'2014-03-08',air-force,b'',b'Boise State',1,b'W(1 OT)',b'64',b'61',b'22',b'52',b'.423',b'5',b'20',b'.250',b'15',b'23',b'.652',b'9',b'36',b'12',b'4',b'2',b'12',b'21',b'18',b'51',b'.353',b'9',b'32',b'.281',b'16',b'27',b'.593',b'10',b'30',b'9',b'9',b'5',b'8',b'19',False
68,b'2014-03-12',air-force,b'N',b'Fresno State',1,b'L',b'59',b'61',b'20',b'45',b'.444',b'4',b'15',b'.267',b'15',b'26',b'.577',b'5',b'33',b'13',b'2',b'3',b'11',b'23',b'18',b'54',b'.333',b'5',b'19',b'.263',b'20',b'28',b'.714',b'10',b'32',b'7',b'6',b'2',b'8',b'19',False
69,,akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,b'2013-11-08',akron,b'',b'Coastal Carolina',1,b'W',b'72',b'63',b'25',b'59',b'.424',b'7',b'22',b'.318',b'15',b'26',b'.577',b'9',b'33',b'10',b'13',b'5',b'17',b'18',b'23',b'59',b'.390',b'6',b'14',b'.429',b'11',b'18',b'.611',b'12',b'31',b'6',b'8',b'4',b'20',b'22',False
72,b'2013-11-12',akron,b'@',"b""Saint Mary's""",1,b'L',b'63',b'85',b'21',b'57',b'.368',b'2',b'15',b'.133',b'19',b'29',b'.655',b'16',b'34',b'8',b'8',b'0',b'19',b'24',b'24',b'47',b'.511',b'5',b'12',b'.417',b'32',b'36',b'.889',b'6',b'25',b'16',b'10',b'6',b'10',b'24',False
73,b'2013-11-16',akron,b'@',b'Middle Tennessee',1,b'L',b'73',b'80',b'27',b'57',b'.474',b'7',b'23',b'.304',b'12',b'18',b'.667',b'10',b'26',b'8',b'11',b'3',b'17',b'22',b'27',b'48',b'.563',b'6',b'11',b'.545',b'20',b'31',b'.645',b'8',b'30',b'15',b'13',b'3',b'18',b'17',False
74,b'2013-12-07',akron,b'@',b'Cleveland State',1,b'W',b'73',b'61',b'25',b'52',b'.481',b'11',b'22',b'.500',b'12',b'20',b'.600',b'5',b'29',b'16',b'6',b'5',b'15',b'18',b'21',b'48',b'.438',b'4',b'13',b'.308',b'15',b'25',b'.600',b'5',b'25',b'8',b'8',b'3',b'13',b'15',False
75,b'2013-12-14',akron,b'',b'Bethune-Cookman',1,b'W',b'84',b'56',b'27',b'46',b'.587',b'10',b'21',b'.476',b'20',b'32',b'.625',b'9',b'29',b'17',b'7',b'8',b'11',b'19',b'21',b'54',b'.389',b'4',b'14',b'.286',b'10',b'18',b'.556',b'10',b'24',b'8',b'5',b'1',b'13',b'23',False
76,b'2013-12-16',akron,b'',b'Oral Roberts',1,b'W',b'74',b'64',b'25',b'57',b'.439',b'6',b'16',b'.375',b'18',b'32',b'.563',b'13',b'34',b'12',b'6',b'4',b'12',b'23',b'23',b'54',b'.426',b'1',b'5',b'.200',b'17',b'28',b'.607',b'10',b'33',b'11',b'4',b'2',b'20',b'29',False
77,b'2013-12-18',akron,b'',b'Detroit',1,b'W',b'79',b'60',b'26',b'54',b'.481',b'11',b'21',b'.524',b'16',b'26',b'.615',b'14',b'42',b'14',b'4',b'7',b'12',b'14',b'22',b'61',b'.361',b'7',b'18',b'.389',b'9',b'15',b'.600',b'10',b'27',b'7',b'7',b'1',b'7',b'20',False
78,b'2013-12-22',akron,b'N',b'Oregon State',1,b'W',b'83',b'71',b'26',b'58',b'.448',b'10',b'26',b'.385',b'21',b'29',b'.724',b'9',b'30',b'13',b'3',b'6',b'7',b'25',b'21',b'48',b'.438',b'2',b'10',b'.200',b'27',b'32',b'.844',b'3',b'22',b'8',b'4',b'6',b'9',b'24',False
79,b'2013-12-23',akron,b'N',b'Iowa State',1,b'L',b'60',b'83',b'24',b'64',b'.375',b'11',b'35',b'.314',b'1',b'6',b'.167',b'12',b'27',b'9',b'5',b'1',b'11',b'14',b'30',b'56',b'.536',b'9',b'19',b'.474',b'14',b'16',b'.875',b'12',b'36',b'20',b'4',b'2',b'11',b'9',False
80,b'2013-12-25',akron,b'N',b'South Carolina',1,b'L',b'59',b'69',b'22',b'58',b'.379',b'5',b'17',b'.294',b'10',b'19',b'.526',b'15',b'32',b'10',b'5',b'8',b'16',b'19',b'25',b'60',b'.417',b'2',b'9',b'.222',b'17',b'21',b'.810',b'10',b'32',b'12',b'6',b'3',b'10',b'21',False
81,b'2013-12-28',akron,b'@',b'South Carolina',1,b'L',b'45',b'78',b'13',b'40',b'.325',b'4',b'16',b'.250',b'15',b'23',b'.652',b'8',b'25',b'6',b'4',b'3',b'21',b'23',b'28',b'63',b'.444',b'8',b'15',b'.533',b'14',b'19',b'.737',b'14',b'30',b'20',b'6',b'5',b'7',b'19',False
82,b'2013-12-31',akron,b'',b'Coppin State',1,b'W',b'77',b'66',b'23',b'51',b'.451',b'11',b'29',b'.379',b'20',b'29',b'.690',b'7',b'35',b'18',b'7',b'4',b'11',b'14',b'25',b'67',b'.373',b'8',b'26',b'.308',b'8',b'11',b'.727',b'12',b'32',b'10',b'7',b'0',b'10',b'18',False
