,Date,TEAM,homeStatus,Opponent,oppHasLink,winner,pointsFor,pointsAllowed,FG,FGA,FG_pc,3P,3PA,3P_pc,FT,FTA,FT_pc,ORB,TRB,AST,STL,BLK,TOV,PF,FG_opp,FGA_opp,FG_pc_opp,3P_opp,3PA_opp,3P_pc_opp,FT_opp,FTA_opp,FT_pc_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,tourneyGame
11,b'2015-12-18',abilene-christian,b'',b'UC-Riverside',1,b'L',b'56',b'60',b'22',b'55',b'.400',b'4',b'19',b'.211',b'8',b'14',b'.571',b'9',b'32',b'7',b'3',b'1',b'9',b'17',b'24',b'48',b'.500',b'5',b'16',b'.313',b'7',b'15',b'.467',b'6',b'29',b'8',b'2',b'2',b'12',b'19',False
12,b'2015-12-20',abilene-christian,b'@',b'TCU',1,b'L',b'69',b'80',b'24',b'53',b'.453',b'4',b'19',b'.211',b'17',b'26',b'.654',b'7',b'29',b'11',b'6',b'4',b'13',b'26',b'28',b'58',b'.483',b'4',b'12',b'.333',b'20',b'26',b'.769',b'8',b'32',b'16',b'4',b'2',b'10',b'22',False
13,b'2015-12-22',abilene-christian,b'@',b'Drake',1,b'L',b'70',b'87',b'26',b'58',b'.448',b'7',b'16',b'.438',b'11',b'17',b'.647',b'6',b'22',b'14',b'6',b'2',b'8',b'22',b'30',b'48',b'.625',b'10',b'18',b'.556',b'17',b'25',b'.680',b'4',b'30',b'13',b'4',b'2',b'12',b'17',False
14,b'2015-12-30',abilene-christian,b'',b'Hillsdale',0,b'W',b'90',b'48',b'36',b'68',b'.529',b'9',b'18',b'.500',b'9',b'11',b'.818',b'11',b'43',b'21',b'13',b'5',b'12',b'11',b'18',b'53',b'.340',b'4',b'23',b'.174',b'8',b'8',b'1.000',b'2',b'19',b'8',b'7',b'5',b'19',b'9',False
15,b'2016-01-02',abilene-christian,b'@',b'Central Arkansas',1,b'W',b'62',b'61',b'21',b'55',b'.382',b'4',b'9',b'.444',b'16',b'19',b'.842',b'8',b'33',b'9',b'7',b'3',b'16',b'21',b'23',b'56',b'.411',b'4',b'11',b'.364',b'11',b'22',b'.500',b'10',b'31',b'11',b'5',b'6',b'17',b'17',False
16,b'2016-01-09',abilene-christian,b'@',b'Nicholls State',1,b'L',b'62',b'63',b'22',b'57',b'.386',b'5',b'16',b'.313',b'13',b'17',b'.765',b'8',b'26',b'9',b'13',b'1',b'15',b'23',b'18',b'39',b'.462',b'5',b'18',b'.278',b'22',b'27',b'.815',b'4',b'27',b'13',b'9',b'8',b'22',b'22',False
17,b'2016-01-12',abilene-christian,b'',b'Northwestern State',1,b'W',b'87',b'72',b'26',b'63',b'.413',b'6',b'19',b'.316',b'29',b'35',b'.829',b'13',b'39',b'16',b'9',b'2',b'12',b'22',b'24',b'56',b'.429',b'3',b'17',b'.176',b'21',b'26',b'.808',b'5',b'23',b'12',b'4',b'7',b'13',b'21',False
18,b'2016-01-16',abilene-christian,b'@',b'Stephen F. Austin',1,b'L',b'62',b'97',b'25',b'49',b'.510',b'4',b'17',b'.235',b'8',b'18',b'.444',b'6',b'17',b'15',b'4',b'2',b'14',b'16',b'39',b'54',b'.722',b'12',b'15',b'.800',b'7',b'14',b'.500',b'7',b'28',b'28',b'3',b'5',b'10',b'18',False
19,b'2016-01-19',abilene-christian,b'',b'McNeese State',1,b'W',b'75',b'67',b'28',b'54',b'.519',b'3',b'13',b'.231',b'16',b'20',b'.800',b'6',b'26',b'13',b'7',b'2',b'9',b'19',b'23',b'52',b'.442',b'6',b'17',b'.353',b'15',b'20',b'.750',b'9',b'31',b'7',b'2',b'3',b'15',b'18',False
20,b'2016-01-23',abilene-christian,b'@',b'Incarnate Word',1,b'L',b'60',b'74',b'18',b'46',b'.391',b'9',b'20',b'.450',b'15',b'22',b'.682',b'3',b'19',b'14',b'8',b'1',b'15',b'17',b'29',b'49',b'.592',b'4',b'13',b'.308',b'12',b'17',b'.706',b'4',b'28',b'13',b'8',b'3',b'15',b'18',False
21,b'2016-01-25',abilene-christian,b'@',b'Sam Houston State',1,b'L',b'51',b'72',b'17',b'52',b'.327',b'6',b'23',b'.261',b'11',b'17',b'.647',b'3',b'27',b'13',b'6',b'1',b'9',b'20',b'25',b'52',b'.481',b'8',b'18',b'.444',b'14',b'19',b'.737',b'6',b'37',b'21',b'3',b'0',b'13',b'18',False
22,,abilene-christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,abilene-christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,b'2016-01-30',abilene-christian,b'',b'Lamar',1,b'W',b'80',b'71',b'28',b'54',b'.519',b'9',b'22',b'.409',b'15',b'29',b'.517',b'5',b'30',b'18',b'11',b'1',b'10',b'26',b'24',b'48',b'.500',b'2',b'8',b'.250',b'21',b'34',b'.618',b'4',b'33',b'3',b'5',b'2',b'17',b'25',False
25,b'2016-02-02',abilene-christian,b'',b'Houston Baptist',1,b'W',b'79',b'72',b'28',b'57',b'.491',b'9',b'20',b'.450',b'14',b'20',b'.700',b'6',b'30',b'15',b'9',b'5',b'11',b'31',b'22',b'46',b'.478',b'3',b'12',b'.250',b'25',b'37',b'.676',b'6',b'31',b'8',b'5',b'2',b'17',b'20',False
26,b'2016-02-06',abilene-christian,b'@',b'Southeastern Louisiana',1,b'L',b'60',b'81',b'22',b'53',b'.415',b'7',b'16',b'.438',b'9',b'16',b'.563',b'11',b'24',b'14',b'5',b'3',b'16',b'17',b'30',b'52',b'.577',b'6',b'16',b'.375',b'15',b'18',b'.833',b'8',b'30',b'20',b'6',b'3',b'16',b'18',False
27,b'2016-02-08',abilene-christian,b'@',b'Lamar',1,b'W',b'71',b'67',b'22',b'47',b'.468',b'6',b'17',b'.353',b'21',b'26',b'.808',b'8',b'31',b'15',b'7',b'2',b'17',b'30',b'18',b'45',b'.400',b'1',b'9',b'.111',b'30',b'42',b'.714',b'10',b'27',b'10',b'7',b'1',b'12',b'22',False
28,b'2016-02-15',abilene-christian,b'',b'Sam Houston State',1,b'L',b'71',b'84',b'22',b'49',b'.449',b'12',b'28',b'.429',b'15',b'21',b'.714',b'6',b'27',b'16',b'3',b'1',b'14',b'19',b'28',b'57',b'.491',b'6',b'21',b'.286',b'22',b'22',b'1.000',b'7',b'31',b'13',b'3',b'2',b'7',b'19',False
29,b'2016-02-18',abilene-christian,b'@',b'Houston Baptist',1,b'L',b'71',b'73',b'27',b'55',b'.491',b'6',b'12',b'.500',b'11',b'17',b'.647',b'5',b'26',b'14',b'5',b'3',b'9',b'27',b'25',b'48',b'.521',b'6',b'8',b'.750',b'17',b'27',b'.630',b'5',b'30',b'11',b'1',b'7',b'10',b'15',False
30,b'2016-02-21',abilene-christian,b'',b'Southeastern Louisiana',1,b'W',b'91',b'80',b'27',b'50',b'.540',b'8',b'19',b'.421',b'29',b'34',b'.853',b'6',b'27',b'16',b'8',b'1',b'9',b'21',b'32',b'59',b'.542',b'5',b'16',b'.313',b'11',b'18',b'.611',b'5',b'22',b'12',b'2',b'2',b'13',b'25',False
31,b'2016-02-23',abilene-christian,b'@',b'Texas A&M-Corpus Christi',1,b'L',b'59',b'65',b'21',b'46',b'.457',b'9',b'21',b'.429',b'8',b'9',b'.889',b'4',b'26',b'10',b'5',b'1',b'16',b'17',b'26',b'56',b'.464',b'2',b'14',b'.143',b'11',b'13',b'.846',b'8',b'26',b'7',b'10',b'4',b'10',b'13',False
32,b'2016-02-27',abilene-christian,b'',b'New Orleans',1,b'W',b'87',b'84',b'28',b'55',b'.509',b'10',b'24',b'.417',b'21',b'30',b'.700',b'7',b'31',b'15',b'8',b'2',b'17',b'28',b'26',b'55',b'.473',b'4',b'8',b'.500',b'28',b'39',b'.718',b'9',b'32',b'12',b'10',b'3',b'16',b'25',False
33,b'2016-03-03',abilene-christian,b'',b'Incarnate Word',1,b'L',b'70',b'74',b'27',b'58',b'.466',b'8',b'24',b'.333',b'8',b'15',b'.533',b'7',b'37',b'14',b'6',b'4',b'14',b'23',b'22',b'57',b'.386',b'9',b'20',b'.450',b'21',b'26',b'.808',b'7',b'32',b'12',b'4',b'2',b'10',b'15',False
34,b'2016-03-05',abilene-christian,b'',b'Texas A&M-Corpus Christi',1,b'L',b'69',b'74',b'25',b'56',b'.446',b'7',b'20',b'.350',b'12',b'24',b'.500',b'8',b'31',b'15',b'7',b'3',b'17',b'28',b'21',b'46',b'.457',b'4',b'12',b'.333',b'28',b'36',b'.778',b'5',b'31',b'6',b'6',b'5',b'18',b'19',False
35,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,b'2015-11-13',air-force,b'@',b'Southern Illinois',1,b'L',b'75',b'77',b'22',b'51',b'.431',b'4',b'20',b'.200',b'27',b'33',b'.818',b'8',b'32',b'10',b'2',b'1',b'12',b'21',b'28',b'67',b'.418',b'6',b'24',b'.250',b'15',b'28',b'.536',b'14',b'33',b'14',b'8',b'1',b'5',b'26',False
38,b'2015-11-16',air-force,b'',b'Tennessee Tech',1,b'W',b'80',b'70',b'29',b'49',b'.592',b'3',b'12',b'.250',b'19',b'32',b'.594',b'5',b'31',b'19',b'8',b'3',b'13',b'25',b'21',b'65',b'.323',b'7',b'29',b'.241',b'21',b'31',b'.677',b'17',b'39',b'11',b'8',b'5',b'14',b'27',False
39,b'2015-11-19',air-force,b'',b'Mississippi Valley State',1,b'W',b'65',b'64',b'23',b'60',b'.383',b'3',b'21',b'.143',b'16',b'28',b'.571',b'12',b'39',b'15',b'5',b'1',b'11',b'15',b'25',b'61',b'.410',b'6',b'19',b'.316',b'8',b'14',b'.571',b'11',b'42',b'14',b'3',b'4',b'13',b'27',False
40,b'2015-11-22',air-force,b'',b'Robert Morris',1,b'W',b'64',b'52',b'25',b'66',b'.379',b'3',b'12',b'.250',b'11',b'13',b'.846',b'15',b'44',b'16',b'12',b'3',b'14',b'8',b'20',b'59',b'.339',b'8',b'28',b'.286',b'4',b'7',b'.571',b'10',b'31',b'12',b'6',b'3',b'17',b'15',False
41,b'2015-11-25',air-force,b'@',b'Colorado',1,b'L',b'70',b'81',b'26',b'62',b'.419',b'10',b'22',b'.455',b'8',b'18',b'.444',b'8',b'22',b'15',b'8',b'4',b'10',b'21',b'25',b'48',b'.521',b'13',b'25',b'.520',b'18',b'23',b'.783',b'6',b'35',b'15',b'4',b'4',b'17',b'17',False
42,b'2015-11-28',air-force,b'',b'New Mexico State',1,b'W(1 OT)',b'66',b'64',b'24',b'65',b'.369',b'8',b'27',b'.296',b'10',b'12',b'.833',b'5',b'28',b'14',b'6',b'1',b'6',b'21',b'23',b'52',b'.442',b'4',b'13',b'.308',b'14',b'21',b'.667',b'8',b'44',b'12',b'2',b'7',b'17',b'16',False
43,b'2015-12-02',air-force,b'',b'Citadel',1,b'W',b'97',b'93',b'32',b'58',b'.552',b'4',b'13',b'.308',b'29',b'45',b'.644',b'8',b'43',b'25',b'6',b'1',b'12',b'13',b'31',b'72',b'.431',b'18',b'50',b'.360',b'13',b'15',b'.867',b'4',b'28',b'21',b'7',b'5',b'10',b'32',False
44,b'2015-12-05',air-force,b'@',b'Denver',1,b'W',b'61',b'59',b'20',b'50',b'.400',b'4',b'12',b'.333',b'17',b'23',b'.739',b'13',b'36',b'12',b'6',b'0',b'18',b'13',b'21',b'45',b'.467',b'5',b'18',b'.278',b'12',b'14',b'.857',b'2',b'21',b'12',b'10',b'3',b'17',b'19',False
45,b'2015-12-08',air-force,b'@',b'Ohio State',1,b'L',b'50',b'74',b'17',b'51',b'.333',b'4',b'15',b'.267',b'12',b'17',b'.706',b'7',b'33',b'5',b'4',b'0',b'18',b'17',b'27',b'57',b'.474',b'6',b'22',b'.273',b'14',b'18',b'.778',b'5',b'31',b'11',b'8',b'6',b'12',b'18',False
46,b'2015-12-12',air-force,b'',b'Army',1,b'L',b'80',b'90',b'29',b'62',b'.468',b'6',b'10',b'.600',b'16',b'32',b'.500',b'10',b'35',b'11',b'9',b'2',b'13',b'28',b'26',b'58',b'.448',b'12',b'28',b'.429',b'26',b'38',b'.684',b'6',b'36',b'16',b'6',b'6',b'15',b'25',False
47,b'2015-12-19',air-force,b'@',b'UC-Davis',1,b'W',b'67',b'60',b'24',b'48',b'.500',b'8',b'19',b'.421',b'11',b'17',b'.647',b'4',b'27',b'14',b'3',b'2',b'15',b'15',b'24',b'63',b'.381',b'4',b'23',b'.174',b'8',b'13',b'.615',b'14',b'35',b'6',b'7',b'2',b'15',b'17',False
48,b'2015-12-22',air-force,b'',b'Johnson & Wales',0,b'W',b'80',b'56',b'27',b'58',b'.466',b'6',b'14',b'.429',b'20',b'26',b'.769',b'11',b'39',b'14',b'6',b'3',b'14',b'20',b'17',b'55',b'.309',b'7',b'24',b'.292',b'15',b'23',b'.652',b'10',b'30',b'10',b'8',b'3',b'18',b'25',False
49,b'2015-12-29',air-force,b'',b'Western State',0,b'W',b'86',b'66',b'28',b'52',b'.538',b'7',b'16',b'.438',b'23',b'28',b'.821',b'8',b'35',b'15',b'7',b'5',b'12',b'17',b'26',b'69',b'.377',b'6',b'25',b'.240',b'8',b'12',b'.667',b'11',b'30',b'21',b'8',b'3',b'10',b'21',False
50,b'2016-01-02',air-force,b'',b'San Jose State',1,b'W',b'64',b'57',b'17',b'49',b'.347',b'5',b'19',b'.263',b'25',b'30',b'.833',b'7',b'33',b'12',b'9',b'1',b'15',b'23',b'18',b'49',b'.367',b'7',b'18',b'.389',b'14',b'23',b'.609',b'9',b'30',b'12',b'8',b'8',b'20',b'24',False
51,b'2016-01-06',air-force,b'@',b'Wyoming',1,b'L',b'52',b'64',b'20',b'54',b'.370',b'6',b'18',b'.333',b'6',b'11',b'.545',b'2',b'26',b'8',b'4',b'0',b'11',b'18',b'22',b'51',b'.431',b'11',b'28',b'.393',b'9',b'12',b'.750',b'5',b'35',b'10',b'5',b'2',b'13',b'17',False
52,b'2016-01-09',air-force,b'',b'Nevada',1,b'L',b'63',b'86',b'19',b'51',b'.373',b'5',b'20',b'.250',b'20',b'34',b'.588',b'6',b'37',b'12',b'4',b'2',b'17',b'18',b'33',b'69',b'.478',b'7',b'18',b'.389',b'13',b'20',b'.650',b'10',b'41',b'16',b'10',b'6',b'7',b'25',False
53,b'2016-01-12',air-force,b'@',b'Utah State',1,b'L',b'60',b'79',b'21',b'57',b'.368',b'8',b'20',b'.400',b'10',b'17',b'.588',b'6',b'31',b'14',b'6',b'1',b'9',b'19',b'26',b'56',b'.464',b'7',b'26',b'.269',b'20',b'24',b'.833',b'5',b'35',b'15',b'3',b'5',b'9',b'15',False
54,b'2016-01-16',air-force,b'@',b'UNLV',1,b'L',b'64',b'100',b'24',b'56',b'.429',b'4',b'13',b'.308',b'12',b'18',b'.667',b'4',b'19',b'16',b'7',b'2',b'9',b'17',b'34',b'68',b'.500',b'13',b'25',b'.520',b'19',b'20',b'.950',b'19',b'50',b'21',b'4',b'8',b'12',b'14',False
55,b'2016-01-20',air-force,b'',b'Colorado State',1,b'L',b'79',b'83',b'27',b'52',b'.519',b'9',b'20',b'.450',b'16',b'22',b'.727',b'6',b'34',b'18',b'3',b'2',b'8',b'25',b'25',b'54',b'.463',b'12',b'30',b'.400',b'21',b'28',b'.750',b'5',b'27',b'17',b'2',b'4',b'6',b'19',False
56,b'2016-01-23',air-force,b'',b'Fresno State',1,b'L',b'55',b'56',b'19',b'46',b'.413',b'7',b'18',b'.389',b'10',b'17',b'.588',b'4',b'31',b'13',b'4',b'2',b'17',b'13',b'20',b'58',b'.345',b'9',b'25',b'.360',b'7',b'11',b'.636',b'7',b'34',b'13',b'12',b'4',b'12',b'16',False
57,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,b'2016-01-27',air-force,b'@',b'New Mexico',1,b'L',b'55',b'84',b'16',b'58',b'.276',b'10',b'27',b'.370',b'13',b'20',b'.650',b'11',b'25',b'11',b'10',b'1',b'12',b'25',b'29',b'46',b'.630',b'9',b'17',b'.529',b'17',b'24',b'.708',b'7',b'39',b'19',b'7',b'5',b'20',b'22',False
60,b'2016-01-30',air-force,b'@',b'San Jose State',1,b'L',b'54',b'75',b'16',b'56',b'.286',b'5',b'21',b'.238',b'17',b'20',b'.850',b'10',b'33',b'7',b'4',b'0',b'10',b'17',b'24',b'52',b'.462',b'12',b'31',b'.387',b'15',b'19',b'.789',b'6',b'36',b'17',b'4',b'8',b'9',b'20',False
61,b'2016-02-02',air-force,b'',b'Wyoming',1,b'W',b'70',b'62',b'23',b'44',b'.523',b'4',b'13',b'.308',b'20',b'30',b'.667',b'6',b'27',b'11',b'8',b'1',b'9',b'21',b'20',b'47',b'.426',b'9',b'25',b'.360',b'13',b'20',b'.650',b'5',b'26',b'11',b'4',b'4',b'13',b'28',False
62,b'2016-02-06',air-force,b'',b'Boise State',1,b'W',b'61',b'53',b'19',b'44',b'.432',b'7',b'21',b'.333',b'16',b'22',b'.727',b'5',b'38',b'12',b'6',b'3',b'18',b'20',b'19',b'54',b'.352',b'5',b'22',b'.227',b'10',b'22',b'.455',b'7',b'25',b'7',b'9',b'1',b'13',b'20',False
63,b'2016-02-10',air-force,b'@',b'Nevada',1,b'L',b'52',b'72',b'20',b'60',b'.333',b'3',b'18',b'.167',b'9',b'15',b'.600',b'9',b'24',b'8',b'6',b'3',b'9',b'17',b'25',b'48',b'.521',b'5',b'17',b'.294',b'17',b'20',b'.850',b'10',b'40',b'13',b'4',b'6',b'15',b'17',False
64,b'2016-02-13',air-force,b'@',b'San Diego State',1,b'L',b'61',b'70',b'26',b'50',b'.520',b'8',b'17',b'.471',b'1',b'2',b'.500',b'4',b'29',b'11',b'2',b'1',b'11',b'18',b'23',b'61',b'.377',b'12',b'39',b'.308',b'12',b'19',b'.632',b'12',b'31',b'19',b'4',b'2',b'5',b'11',False
65,b'2016-02-16',air-force,b'',b'UNLV',1,b'W',b'79',b'74',b'24',b'57',b'.421',b'8',b'19',b'.421',b'23',b'29',b'.793',b'8',b'36',b'11',b'4',b'3',b'13',b'19',b'24',b'53',b'.453',b'11',b'27',b'.407',b'15',b'22',b'.682',b'6',b'30',b'15',b'10',b'3',b'16',b'25',False
66,b'2016-02-20',air-force,b'',b'New Mexico',1,b'W',b'76',b'72',b'27',b'56',b'.482',b'8',b'24',b'.333',b'14',b'24',b'.583',b'6',b'36',b'18',b'10',b'2',b'14',b'23',b'23',b'56',b'.411',b'11',b'37',b'.297',b'15',b'23',b'.652',b'4',b'34',b'16',b'6',b'1',b'17',b'25',False
67,b'2016-02-24',air-force,b'@',b'Fresno State',1,b'L',b'63',b'64',b'22',b'46',b'.478',b'10',b'20',b'.500',b'9',b'12',b'.750',b'2',b'27',b'11',b'3',b'0',b'16',b'19',b'21',b'50',b'.420',b'9',b'30',b'.300',b'13',b'20',b'.650',b'7',b'27',b'16',b'10',b'5',b'14',b'20',False
68,b'2016-03-01',air-force,b'',b'Utah State',1,b'L',b'65',b'78',b'27',b'56',b'.482',b'7',b'26',b'.269',b'4',b'8',b'.500',b'6',b'24',b'18',b'7',b'2',b'13',b'9',b'30',b'60',b'.500',b'14',b'34',b'.412',b'4',b'5',b'.800',b'10',b'32',b'19',b'7',b'2',b'12',b'11',False
69,b'2016-03-05',air-force,b'@',b'Colorado State',1,b'L',b'73',b'87',b'23',b'53',b'.434',b'10',b'21',b'.476',b'17',b'19',b'.895',b'5',b'23',b'12',b'4',b'3',b'14',b'26',b'23',b'54',b'.426',b'13',b'30',b'.433',b'28',b'34',b'.824',b'11',b'33',b'20',b'8',b'6',b'11',b'22',False
70,b'2016-03-09',air-force,b'@',b'UNLV',1,b'L(3 OT)',b'102',b'108',b'36',b'81',b'.444',b'8',b'28',b'.286',b'22',b'33',b'.667',b'15',b'39',b'12',b'13',b'3',b'19',b'36',b'31',b'66',b'.470',b'12',b'36',b'.333',b'34',b'44',b'.773',b'11',b'40',b'19',b'9',b'1',b'23',b'28',False
71,,akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,b'2015-11-14',akron,b'N',b'Cleveland State',1,b'W',b'65',b'53',b'24',b'53',b'.453',b'7',b'19',b'.368',b'10',b'19',b'.526',b'11',b'37',b'13',b'5',b'3',b'15',b'18',b'18',b'57',b'.316',b'4',b'18',b'.222',b'13',b'22',b'.591',b'13',b'34',b'6',b'10',b'3',b'13',b'22',False
74,b'2015-11-16',akron,b'',b'Hiram',0,b'W',b'100',b'30',b'32',b'67',b'.478',b'11',b'28',b'.393',b'25',b'33',b'.758',b'16',b'58',b'18',b'8',b'6',b'15',b'14',b'12',b'70',b'.171',b'4',b'30',b'.133',b'2',b'9',b'.222',b'8',b'28',b'5',b'9',b'0',b'16',b'29',False
75,b'2015-11-18',akron,b'@',b'Arkansas',1,b'W',b'88',b'80',b'29',b'57',b'.509',b'13',b'28',b'.464',b'17',b'25',b'.680',b'11',b'30',b'16',b'3',b'4',b'11',b'25',b'24',b'63',b'.381',b'6',b'20',b'.300',b'26',b'32',b'.813',b'12',b'32',b'17',b'7',b'4',b'8',b'23',False
76,b'2015-11-22',akron,b'@',b'Villanova',1,b'L',b'56',b'75',b'21',b'59',b'.356',b'11',b'33',b'.333',b'3',b'10',b'.300',b'10',b'34',b'12',b'5',b'2',b'15',b'16',b'27',b'67',b'.403',b'9',b'28',b'.321',b'12',b'16',b'.750',b'13',b'41',b'19',b'9',b'3',b'6',b'16',False
77,b'2015-11-24',akron,b'@',b'Green Bay',1,b'L',b'63',b'66',b'21',b'60',b'.350',b'7',b'24',b'.292',b'14',b'20',b'.700',b'6',b'40',b'8',b'4',b'4',b'17',b'27',b'22',b'68',b'.324',b'2',b'13',b'.154',b'20',b'37',b'.541',b'19',b'47',b'7',b'12',b'4',b'9',b'19',False
78,b'2015-11-27',akron,b'',b'Charleston Southern',1,b'W',b'82',b'58',b'28',b'68',b'.412',b'15',b'35',b'.429',b'11',b'13',b'.846',b'11',b'33',b'18',b'7',b'5',b'5',b'12',b'24',b'53',b'.453',b'7',b'19',b'.368',b'3',b'8',b'.375',b'6',b'29',b'8',b'3',b'4',b'18',b'14',False
79,b'2015-12-02',akron,b'',b'Coppin State',1,b'W',b'77',b'71',b'26',b'64',b'.406',b'9',b'28',b'.321',b'16',b'26',b'.615',b'12',b'40',b'16',b'3',b'7',b'12',b'20',b'26',b'70',b'.371',b'4',b'16',b'.250',b'15',b'23',b'.652',b'14',b'42',b'4',b'6',b'1',b'12',b'22',False
80,b'2015-12-04',akron,b'@',b'Marshall',1,b'W',b'75',b'65',b'27',b'65',b'.415',b'9',b'26',b'.346',b'12',b'16',b'.750',b'14',b'46',b'16',b'7',b'3',b'17',b'17',b'24',b'60',b'.400',b'5',b'25',b'.200',b'12',b'20',b'.600',b'7',b'31',b'13',b'4',b'4',b'12',b'19',False
81,b'2015-12-12',akron,b'',b'Bethune-Cookman',1,b'W',b'81',b'60',b'26',b'63',b'.413',b'15',b'35',b'.429',b'14',b'20',b'.700',b'13',b'39',b'15',b'6',b'8',b'10',b'16',b'25',b'72',b'.347',b'4',b'24',b'.167',b'6',b'10',b'.600',b'17',b'39',b'11',b'3',b'4',b'13',b'16',False
82,b'2015-12-21',akron,b'N',b'UCSB',1,b'W',b'84',b'70',b'27',b'56',b'.482',b'15',b'32',b'.469',b'15',b'21',b'.714',b'4',b'24',b'17',b'7',b'4',b'11',b'17',b'26',b'56',b'.464',b'7',b'20',b'.350',b'11',b'14',b'.786',b'8',b'34',b'14',b'8',b'4',b'19',b'21',False
