,Date,TEAM,homeStatus,Opponent,oppHasLink,winner,pointsFor,pointsAllowed,FG,FGA,FG_pc,3P,3PA,3P_pc,FT,FTA,FT_pc,ORB,TRB,AST,STL,BLK,TOV,PF,FG_opp,FGA_opp,FG_pc_opp,3P_opp,3PA_opp,3P_pc_opp,FT_opp,FTA_opp,FT_pc_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,tourneyGame
10,b'2012-12-08',air-force,b'',b'Arkansas-Pine Bluff',1,b'W',b'65',b'49',b'22',b'54',b'.407',b'5',b'23',b'.217',b'16',b'21',b'.762',b'11',b'29',b'13',b'14',b'2',b'12',b'11',b'19',b'45',b'.422',b'2',b'13',b'.154',b'9',b'10',b'.900',b'5',b'24',b'8',b'7',b'4',b'21',b'19',False
11,b'2012-12-22',air-force,b'@',b'UC-Riverside',1,b'W',b'61',b'53',b'23',b'53',b'.434',b'7',b'18',b'.389',b'8',b'11',b'.727',b'6',b'26',b'12',b'8',b'2',b'11',b'17',b'18',b'50',b'.360',b'6',b'15',b'.400',b'11',b'15',b'.733',b'10',b'33',b'11',b'3',b'4',b'19',b'11',False
12,b'2012-12-29',air-force,b'N',b'Florida',1,b'L',b'61',b'78',b'19',b'47',b'.404',b'9',b'20',b'.450',b'14',b'22',b'.636',b'5',b'23',b'11',b'6',b'0',b'10',b'22',b'28',b'52',b'.538',b'7',b'19',b'.368',b'15',b'23',b'.652',b'9',b'32',b'12',b'6',b'6',b'10',b'19',False
13,b'2013-01-02',air-force,b'@',b'Richmond',1,b'L',b'68',b'91',b'22',b'51',b'.431',b'4',b'14',b'.286',b'20',b'26',b'.769',b'11',b'35',b'14',b'4',b'1',b'18',b'18',b'29',b'53',b'.547',b'16',b'26',b'.615',b'17',b'25',b'.680',b'5',b'25',b'20',b'10',b'1',b'12',b'25',False
14,b'2013-01-09',air-force,b'',b'Nevada',1,b'W',b'78',b'65',b'24',b'46',b'.522',b'10',b'17',b'.588',b'20',b'23',b'.870',b'2',b'25',b'15',b'8',b'2',b'14',b'15',b'22',b'51',b'.431',b'6',b'19',b'.316',b'15',b'19',b'.789',b'7',b'25',b'12',b'6',b'6',b'15',b'20',False
15,b'2013-01-12',air-force,b'@',b'UNLV',1,b'L(1 OT)',b'71',b'76',b'23',b'60',b'.383',b'9',b'22',b'.409',b'16',b'19',b'.842',b'4',b'26',b'16',b'6',b'2',b'9',b'22',b'26',b'60',b'.433',b'6',b'25',b'.240',b'18',b'31',b'.581',b'15',b'44',b'23',b'4',b'7',b'13',b'15',False
16,b'2013-01-16',air-force,b'@',b'Colorado State',1,b'L',b'40',b'79',b'17',b'46',b'.370',b'3',b'19',b'.158',b'3',b'4',b'.750',b'3',b'19',b'10',b'2',b'2',b'19',b'26',b'28',b'55',b'.509',b'6',b'18',b'.333',b'17',b'23',b'.739',b'12',b'38',b'20',b'5',b'1',b'14',b'14',False
17,b'2013-01-19',air-force,b'',b'Boise State',1,b'W',b'91',b'80',b'31',b'57',b'.544',b'8',b'16',b'.500',b'21',b'23',b'.913',b'8',b'27',b'21',b'9',b'0',b'13',b'19',b'27',b'57',b'.474',b'8',b'20',b'.400',b'18',b'28',b'.643',b'14',b'30',b'13',b'6',b'4',b'16',b'21',False
18,b'2013-01-23',air-force,b'',b'New Orleans',1,b'W',b'90',b'48',b'36',b'56',b'.643',b'10',b'18',b'.556',b'8',b'12',b'.667',b'11',b'34',b'27',b'11',b'2',b'11',b'14',b'17',b'47',b'.362',b'5',b'20',b'.250',b'9',b'15',b'.600',b'9',b'20',b'10',b'7',b'2',b'15',b'13',False
19,b'2013-01-26',air-force,b'@',b'Wyoming',1,b'W',b'57',b'48',b'18',b'41',b'.439',b'5',b'15',b'.333',b'16',b'22',b'.727',b'5',b'30',b'11',b'7',b'2',b'9',b'15',b'17',b'51',b'.333',b'5',b'28',b'.179',b'9',b'12',b'.750',b'6',b'23',b'11',b'5',b'4',b'8',b'18',False
20,b'2013-01-30',air-force,b'',b'Fresno State',1,b'W',b'62',b'50',b'21',b'42',b'.500',b'5',b'17',b'.294',b'15',b'19',b'.789',b'4',b'35',b'13',b'5',b'1',b'15',b'17',b'18',b'48',b'.375',b'8',b'20',b'.400',b'6',b'15',b'.400',b'5',b'24',b'9',b'10',b'2',b'9',b'19',False
21,b'2013-02-02',air-force,b'',b'San Diego State',1,b'W',b'70',b'67',b'25',b'51',b'.490',b'12',b'30',b'.400',b'8',b'9',b'.889',b'3',b'20',b'20',b'7',b'2',b'9',b'18',b'25',b'57',b'.439',b'2',b'19',b'.105',b'15',b'18',b'.833',b'13',b'34',b'19',b'4',b'1',b'13',b'14',False
22,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,b'2013-02-06',air-force,b'@',b'New Mexico',1,b'L',b'58',b'81',b'20',b'50',b'.400',b'7',b'24',b'.292',b'11',b'15',b'.733',b'3',b'23',b'13',b'7',b'2',b'14',b'21',b'26',b'54',b'.481',b'9',b'20',b'.450',b'20',b'31',b'.645',b'12',b'37',b'21',b'8',b'2',b'11',b'15',False
25,b'2013-02-09',air-force,b'@',b'Nevada',1,b'L',b'69',b'74',b'25',b'51',b'.490',b'8',b'20',b'.400',b'11',b'15',b'.733',b'3',b'24',b'14',b'5',b'3',b'16',b'23',b'24',b'57',b'.421',b'4',b'22',b'.182',b'22',b'29',b'.759',b'12',b'38',b'11',b'7',b'3',b'12',b'15',False
26,b'2013-02-13',air-force,b'',b'UNLV',1,b'W',b'71',b'56',b'29',b'56',b'.518',b'8',b'23',b'.348',b'5',b'6',b'.833',b'10',b'30',b'19',b'4',b'3',b'16',b'16',b'22',b'52',b'.423',b'5',b'19',b'.263',b'7',b'12',b'.583',b'7',b'23',b'11',b'6',b'6',b'14',b'15',False
27,b'2013-02-16',air-force,b'',b'Colorado State',1,b'L',b'86',b'89',b'33',b'62',b'.532',b'13',b'31',b'.419',b'7',b'12',b'.583',b'5',b'22',b'19',b'7',b'2',b'7',b'24',b'28',b'52',b'.538',b'7',b'20',b'.350',b'26',b'34',b'.765',b'11',b'39',b'13',b'4',b'1',b'11',b'17',False
28,b'2013-02-20',air-force,b'@',b'Boise State',1,b'L',b'65',b'77',b'23',b'51',b'.451',b'9',b'25',b'.360',b'10',b'11',b'.909',b'7',b'25',b'15',b'4',b'0',b'11',b'11',b'29',b'54',b'.537',b'10',b'26',b'.385',b'9',b'12',b'.750',b'6',b'27',b'22',b'7',b'2',b'6',b'11',False
29,b'2013-02-26',air-force,b'',b'Wyoming',1,b'W',b'72',b'66',b'26',b'51',b'.510',b'3',b'18',b'.167',b'17',b'23',b'.739',b'6',b'32',b'15',b'3',b'2',b'7',b'15',b'22',b'55',b'.400',b'10',b'30',b'.333',b'12',b'15',b'.800',b'7',b'27',b'17',b'2',b'1',b'4',b'18',False
30,b'2013-03-02',air-force,b'@',b'Fresno State',1,b'L',b'41',b'56',b'12',b'43',b'.279',b'4',b'20',b'.200',b'13',b'19',b'.684',b'7',b'26',b'8',b'0',b'1',b'13',b'16',b'21',b'56',b'.375',b'2',b'14',b'.143',b'12',b'18',b'.667',b'18',b'43',b'5',b'6',b'3',b'8',b'19',False
31,b'2013-03-06',air-force,b'@',b'San Diego State',1,b'L',b'51',b'58',b'16',b'48',b'.333',b'9',b'21',b'.429',b'10',b'15',b'.667',b'7',b'30',b'13',b'3',b'1',b'13',b'23',b'20',b'59',b'.339',b'4',b'17',b'.235',b'14',b'27',b'.519',b'17',b'43',b'10',b'7',b'5',b'8',b'15',False
32,b'2013-03-09',air-force,b'',b'New Mexico',1,b'W',b'89',b'88',b'31',b'55',b'.564',b'15',b'31',b'.484',b'12',b'17',b'.706',b'6',b'24',b'23',b'5',b'1',b'6',b'14',b'34',b'58',b'.586',b'15',b'33',b'.455',b'5',b'11',b'.455',b'6',b'26',b'29',b'5',b'3',b'6',b'16',False
33,b'2013-03-13',air-force,b'@',b'UNLV',1,b'L',b'56',b'72',b'22',b'53',b'.415',b'11',b'29',b'.379',b'1',b'2',b'.500',b'3',b'25',b'15',b'5',b'1',b'15',b'13',b'30',b'59',b'.508',b'8',b'24',b'.333',b'4',b'8',b'.500',b'7',b'31',b'18',b'8',b'6',b'9',b'10',False
34,b'2013-03-21',air-force,b'@',b'Hawaii',1,b'W',b'69',b'65',b'24',b'55',b'.436',b'15',b'31',b'.484',b'6',b'12',b'.500',b'9',b'29',b'19',b'6',b'1',b'15',b'17',b'22',b'52',b'.423',b'5',b'23',b'.217',b'16',b'23',b'.696',b'11',b'33',b'13',b'6',b'6',b'15',b'10',True
35,b'2013-03-23',air-force,b'@',b'Weber State',1,b'L',b'57',b'78',b'21',b'55',b'.382',b'4',b'18',b'.222',b'11',b'13',b'.846',b'10',b'32',b'12',b'4',b'1',b'10',b'16',b'27',b'50',b'.540',b'10',b'24',b'.417',b'14',b'19',b'.737',b'3',b'28',b'16',b'3',b'3',b'7',b'15',True
36,,akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,b'2012-11-09',akron,b'@',b'Coastal Carolina',1,b'L(1 OT)',b'70',b'74',b'21',b'57',b'.368',b'11',b'33',b'.333',b'17',b'26',b'.654',b'13',b'33',b'13',b'13',b'4',b'17',b'21',b'26',b'57',b'.456',b'6',b'13',b'.462',b'16',b'25',b'.640',b'11',b'35',b'12',b'8',b'2',b'20',b'22',False
39,b'2012-11-12',akron,b'',b'John Carroll',0,b'W',b'97',b'53',b'38',b'66',b'.576',b'13',b'29',b'.448',b'8',b'10',b'.800',b'13',b'43',b'15',b'8',b'10',b'10',b'6',b'20',b'64',b'.313',b'6',b'25',b'.240',b'7',b'11',b'.636',b'13',b'30',b'6',b'2',b'1',b'14',b'16',False
40,b'2012-11-15',akron,b'N',b'Oklahoma State',1,b'L(1 OT)',b'65',b'69',b'21',b'70',b'.300',b'8',b'26',b'.308',b'15',b'23',b'.652',b'18',b'39',b'10',b'4',b'6',b'12',b'21',b'21',b'56',b'.375',b'4',b'13',b'.308',b'23',b'28',b'.821',b'13',b'39',b'8',b'8',b'7',b'15',b'20',False
41,b'2012-11-16',akron,b'N',b'UNC Asheville',1,b'W',b'82',b'63',b'26',b'53',b'.491',b'12',b'24',b'.500',b'18',b'23',b'.783',b'7',b'28',b'17',b'10',b'5',b'11',b'22',b'21',b'44',b'.477',b'3',b'5',b'.600',b'18',b'28',b'.643',b'6',b'24',b'8',b'3',b'0',b'14',b'18',False
42,b'2012-11-18',akron,b'N',b'Penn State',1,b'W',b'85',b'60',b'27',b'48',b'.563',b'8',b'16',b'.500',b'23',b'31',b'.742',b'10',b'31',b'14',b'7',b'9',b'9',b'21',b'20',b'55',b'.364',b'7',b'21',b'.333',b'13',b'20',b'.650',b'13',b'26',b'8',b'5',b'1',b'13',b'24',False
43,b'2012-12-02',akron,b'',b'Middle Tennessee',1,b'W(1 OT)',b'82',b'77',b'30',b'57',b'.526',b'7',b'20',b'.350',b'15',b'24',b'.625',b'6',b'22',b'15',b'9',b'9',b'16',b'21',b'26',b'56',b'.464',b'4',b'10',b'.400',b'21',b'26',b'.808',b'10',b'30',b'11',b'9',b'5',b'20',b'24',False
44,b'2012-12-09',akron,b'@',b'Creighton',1,b'L',b'61',b'77',b'24',b'57',b'.421',b'4',b'17',b'.235',b'9',b'12',b'.750',b'6',b'26',b'14',b'3',b'7',b'11',b'15',b'30',b'62',b'.484',b'10',b'22',b'.455',b'7',b'9',b'.778',b'11',b'35',b'17',b'6',b'3',b'7',b'16',False
45,b'2012-12-15',akron,b'@',b'Detroit',1,b'L',b'73',b'80',b'28',b'53',b'.528',b'6',b'16',b'.375',b'11',b'22',b'.500',b'8',b'29',b'13',b'6',b'7',b'19',b'23',b'23',b'55',b'.418',b'8',b'20',b'.400',b'26',b'39',b'.667',b'12',b'33',b'11',b'9',b'4',b'12',b'17',False
46,b'2012-12-18',akron,b'',b'Arkansas-Pine Bluff',1,b'W',b'76',b'46',b'25',b'58',b'.431',b'11',b'34',b'.324',b'15',b'22',b'.682',b'18',b'47',b'19',b'9',b'7',b'25',b'13',b'16',b'55',b'.291',b'2',b'7',b'.286',b'12',b'15',b'.800',b'3',b'17',b'7',b'18',b'2',b'18',b'20',False
47,b'2012-12-23',akron,b'',b'Cleveland State',1,b'W',b'87',b'57',b'33',b'62',b'.532',b'9',b'24',b'.375',b'12',b'16',b'.750',b'13',b'41',b'24',b'7',b'2',b'14',b'19',b'18',b'52',b'.346',b'5',b'20',b'.250',b'16',b'23',b'.696',b'3',b'19',b'12',b'6',b'3',b'15',b'17',False
48,b'2012-12-27',akron,b'',b'Texas Southern',1,b'W',b'83',b'68',b'30',b'60',b'.500',b'6',b'22',b'.273',b'17',b'22',b'.773',b'13',b'38',b'18',b'6',b'7',b'11',b'20',b'24',b'62',b'.387',b'11',b'29',b'.379',b'9',b'17',b'.529',b'12',b'27',b'14',b'5',b'1',b'11',b'19',False
49,b'2012-12-30',akron,b'',b'Princeton',1,b'W',b'62',b'58',b'26',b'49',b'.531',b'2',b'13',b'.154',b'8',b'11',b'.727',b'6',b'22',b'12',b'5',b'5',b'10',b'14',b'24',b'50',b'.480',b'3',b'9',b'.333',b'7',b'11',b'.636',b'10',b'27',b'10',b'1',b'1',b'12',b'16',False
50,b'2013-01-02',akron,b'',b'Coppin State',1,b'W',b'91',b'63',b'34',b'74',b'.459',b'9',b'33',b'.273',b'14',b'25',b'.560',b'19',b'60',b'22',b'8',b'8',b'13',b'18',b'20',b'69',b'.290',b'10',b'31',b'.323',b'13',b'18',b'.722',b'5',b'27',b'12',b'7',b'2',b'11',b'18',False
51,b'2013-01-09',akron,b'',b'Western Michigan',1,b'W',b'65',b'43',b'24',b'59',b'.407',b'7',b'20',b'.350',b'10',b'16',b'.625',b'14',b'36',b'15',b'8',b'3',b'11',b'14',b'16',b'49',b'.327',b'4',b'14',b'.286',b'7',b'12',b'.583',b'10',b'29',b'9',b'6',b'3',b'14',b'17',False
52,b'2013-01-12',akron,b'@',b'Northern Illinois',1,b'W',b'68',b'53',b'22',b'46',b'.478',b'5',b'16',b'.313',b'19',b'30',b'.633',b'8',b'33',b'10',b'5',b'6',b'13',b'22',b'16',b'49',b'.327',b'1',b'14',b'.071',b'20',b'29',b'.690',b'10',b'29',b'4',b'9',b'1',b'13',b'24',False
53,b'2013-01-16',akron,b'',b'Ball State',1,b'W',b'71',b'64',b'21',b'51',b'.412',b'6',b'18',b'.333',b'23',b'27',b'.852',b'7',b'29',b'13',b'6',b'3',b'13',b'15',b'24',b'54',b'.444',b'5',b'14',b'.357',b'11',b'17',b'.647',b'8',b'30',b'15',b'4',b'1',b'13',b'18',False
54,b'2013-01-19',akron,b'@',b'Kent State',1,b'W',b'71',b'67',b'26',b'70',b'.371',b'7',b'25',b'.280',b'12',b'26',b'.462',b'22',b'45',b'12',b'8',b'4',b'14',b'27',b'19',b'54',b'.352',b'6',b'18',b'.333',b'23',b'33',b'.697',b'14',b'34',b'12',b'5',b'4',b'15',b'24',False
55,b'2013-01-23',akron,b'@',b'Toledo',1,b'W',b'71',b'56',b'28',b'63',b'.444',b'10',b'23',b'.435',b'5',b'9',b'.556',b'16',b'43',b'15',b'5',b'9',b'13',b'10',b'23',b'61',b'.377',b'2',b'12',b'.167',b'8',b'10',b'.800',b'10',b'29',b'11',b'11',b'1',b'10',b'10',False
56,b'2013-01-26',akron,b'',b'Buffalo',1,b'W',b'68',b'64',b'23',b'52',b'.442',b'7',b'17',b'.412',b'15',b'20',b'.750',b'6',b'28',b'13',b'6',b'6',b'11',b'13',b'24',b'56',b'.429',b'9',b'20',b'.450',b'7',b'9',b'.778',b'7',b'27',b'14',b'8',b'4',b'13',b'19',False
57,b'2013-01-30',akron,b'@',b'Bowling Green State',1,b'W',b'68',b'55',b'28',b'58',b'.483',b'7',b'20',b'.350',b'5',b'9',b'.556',b'8',b'33',b'17',b'7',b'2',b'12',b'21',b'17',b'51',b'.333',b'2',b'12',b'.167',b'19',b'24',b'.792',b'10',b'30',b'8',b'7',b'2',b'12',b'15',False
58,,akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,b'2013-02-02',akron,b'',b'Ohio',1,b'W',b'86',b'72',b'32',b'57',b'.561',b'6',b'16',b'.375',b'16',b'23',b'.696',b'11',b'39',b'19',b'6',b'4',b'12',b'22',b'22',b'54',b'.407',b'7',b'21',b'.333',b'21',b'29',b'.724',b'5',b'21',b'12',b'8',b'1',b'9',b'23',False
61,b'2013-02-05',akron,b'',b'Central Michigan',1,b'W',b'68',b'56',b'26',b'53',b'.491',b'10',b'27',b'.370',b'6',b'12',b'.500',b'10',b'28',b'22',b'4',b'3',b'16',b'12',b'21',b'51',b'.412',b'7',b'17',b'.412',b'7',b'8',b'.875',b'7',b'24',b'12',b'7',b'1',b'14',b'12',False
62,b'2013-02-09',akron,b'@',b'Miami (OH)',1,b'W',b'54',b'50',b'19',b'48',b'.396',b'5',b'16',b'.313',b'11',b'22',b'.500',b'8',b'27',b'8',b'12',b'8',b'14',b'15',b'20',b'48',b'.417',b'2',b'9',b'.222',b'8',b'14',b'.571',b'9',b'29',b'6',b'8',b'4',b'18',b'18',False
63,b'2013-02-13',akron,b'@',b'Eastern Michigan',1,b'W',b'70',b'62',b'25',b'47',b'.532',b'9',b'23',b'.391',b'11',b'17',b'.647',b'8',b'30',b'21',b'7',b'4',b'20',b'17',b'19',b'51',b'.373',b'6',b'16',b'.375',b'18',b'23',b'.783',b'10',b'22',b'13',b'11',b'2',b'14',b'17',False
64,b'2013-02-16',akron,b'',b'Bowling Green State',1,b'W',b'67',b'50',b'23',b'63',b'.365',b'2',b'14',b'.143',b'19',b'23',b'.826',b'15',b'42',b'11',b'8',b'6',b'7',b'13',b'19',b'58',b'.328',b'3',b'12',b'.250',b'9',b'11',b'.818',b'9',b'28',b'11',b'4',b'5',b'14',b'18',False
65,b'2013-02-22',akron,b'',b'North Dakota State',1,b'W',b'68',b'53',b'24',b'52',b'.462',b'6',b'19',b'.316',b'14',b'28',b'.500',b'8',b'40',b'12',b'6',b'6',b'15',b'13',b'21',b'67',b'.313',b'5',b'24',b'.208',b'6',b'9',b'.667',b'12',b'34',b'4',b'7',b'5',b'13',b'23',False
66,b'2013-02-27',akron,b'@',b'Ohio',1,b'W(1 OT)',b'88',b'81',b'28',b'55',b'.509',b'9',b'18',b'.500',b'23',b'31',b'.742',b'8',b'35',b'21',b'4',b'5',b'13',b'22',b'27',b'65',b'.415',b'9',b'23',b'.391',b'18',b'23',b'.783',b'11',b'31',b'18',b'5',b'6',b'9',b'25',False
67,b'2013-03-02',akron,b'@',b'Buffalo',1,b'L',b'67',b'81',b'28',b'69',b'.406',b'4',b'21',b'.190',b'7',b'12',b'.583',b'13',b'30',b'9',b'8',b'5',b'10',b'21',b'28',b'50',b'.560',b'7',b'17',b'.412',b'18',b'23',b'.783',b'5',b'31',b'20',b'5',b'8',b'10',b'13',False
68,b'2013-03-05',akron,b'',b'Miami (OH)',1,b'W',b'72',b'58',b'27',b'54',b'.500',b'8',b'24',b'.333',b'10',b'17',b'.588',b'11',b'27',b'18',b'14',b'4',b'16',b'16',b'23',b'50',b'.460',b'5',b'11',b'.455',b'7',b'11',b'.636',b'9',b'26',b'11',b'7',b'1',b'18',b'16',False
69,b'2013-03-08',akron,b'',b'Kent State',1,b'L',b'64',b'68',b'25',b'72',b'.347',b'6',b'27',b'.222',b'8',b'16',b'.500',b'20',b'39',b'10',b'6',b'6',b'9',b'24',b'22',b'51',b'.431',b'4',b'14',b'.286',b'20',b'27',b'.741',b'8',b'34',b'9',b'3',b'6',b'14',b'18',False
70,b'2013-03-15',akron,b'N',b'Kent State',1,b'W',b'62',b'59',b'22',b'46',b'.478',b'5',b'14',b'.357',b'13',b'29',b'.448',b'8',b'33',b'16',b'6',b'10',b'17',b'17',b'20',b'56',b'.357',b'4',b'15',b'.267',b'15',b'19',b'.789',b'7',b'29',b'9',b'10',b'3',b'11',b'25',False
71,b'2013-03-16',akron,b'N',b'Ohio',1,b'W',b'65',b'46',b'23',b'52',b'.442',b'3',b'11',b'.273',b'16',b'25',b'.640',b'11',b'41',b'12',b'8',b'3',b'14',b'17',b'18',b'54',b'.333',b'1',b'20',b'.050',b'9',b'14',b'.643',b'4',b'24',b'9',b'6',b'6',b'12',b'22',False
72,b'2013-03-21',akron,b'N',b'VCU',1,b'L',b'42',b'88',b'15',b'43',b'.349',b'1',b'13',b'.077',b'11',b'19',b'.579',b'9',b'28',b'5',b'2',b'6',b'21',b'12',b'35',b'65',b'.538',b'8',b'16',b'.500',b'10',b'14',b'.714',b'12',b'33',b'15',b'11',b'0',b'5',b'17',True
73,,alabama-am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,alabama-am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,b'2012-11-09',alabama-am,b'',b'Miles',0,b'W',b'68',b'48',b'22',b'58',b'.379',b'3',b'14',b'.214',b'21',b'30',b'.700',b'14',b'39',b'12',b'12',b'2',b'19',b'17',b'18',b'51',b'.353',b'2',b'9',b'.222',b'10',b'15',b'.667',b'10',b'37',b'10',b'5',b'3',b'25',b'25',False
76,b'2012-11-12',alabama-am,b'@',b'Iowa State',1,b'L',b'40',b'98',b'14',b'52',b'.269',b'2',b'17',b'.118',b'10',b'19',b'.526',b'8',b'19',b'4',b'7',b'5',b'17',b'16',b'40',b'65',b'.615',b'11',b'20',b'.550',b'7',b'13',b'.538',b'12',b'44',b'22',b'11',b'5',b'14',b'17',False
77,b'2012-11-15',alabama-am,b'@',b'Jacksonville State',1,b'L',b'61',b'79',b'25',b'68',b'.368',b'1',b'12',b'.083',b'10',b'16',b'.625',b'14',b'31',b'8',b'11',b'2',b'14',b'22',b'29',b'57',b'.509',b'2',b'10',b'.200',b'19',b'27',b'.704',b'13',b'43',b'22',b'9',b'6',b'17',b'18',False
78,b'2012-11-20',alabama-am,b'',b'Oakwood',0,b'W',b'103',b'77',b'38',b'75',b'.507',b'12',b'30',b'.400',b'15',b'25',b'.600',b'17',b'43',b'25',b'11',b'3',b'12',b'27',b'20',b'51',b'.392',b'8',b'18',b'.444',b'29',b'43',b'.674',b'4',b'24',b'10',b'5',b'1',b'19',b'25',False
79,b'2012-11-26',alabama-am,b'@',b'Evansville',1,b'L',b'46',b'72',b'15',b'49',b'.306',b'2',b'14',b'.143',b'14',b'22',b'.636',b'11',b'32',b'8',b'7',b'4',b'18',b'18',b'28',b'63',b'.444',b'7',b'20',b'.350',b'9',b'17',b'.529',b'13',b'38',b'23',b'7',b'5',b'10',b'18',False
80,b'2012-12-01',alabama-am,b'',b'Tennessee State',1,b'L',b'72',b'83',b'24',b'55',b'.436',b'5',b'17',b'.294',b'19',b'26',b'.731',b'9',b'28',b'11',b'5',b'1',b'13',b'20',b'26',b'52',b'.500',b'5',b'11',b'.455',b'26',b'32',b'.813',b'5',b'27',b'12',b'9',b'2',b'10',b'21',False
81,b'2012-12-08',alabama-am,b'@',b'Mercer',1,b'L',b'46',b'65',b'17',b'48',b'.354',b'3',b'18',b'.167',b'9',b'16',b'.563',b'10',b'27',b'5',b'4',b'7',b'17',b'16',b'22',b'52',b'.423',b'4',b'14',b'.286',b'17',b'20',b'.850',b'12',b'35',b'18',b'11',b'4',b'11',b'14',False
82,b'2012-12-15',alabama-am,b'@',b'Vanderbilt',1,b'L',b'46',b'71',b'15',b'46',b'.326',b'4',b'17',b'.235',b'12',b'17',b'.706',b'9',b'25',b'7',b'4',b'0',b'13',b'15',b'26',b'51',b'.510',b'10',b'21',b'.476',b'9',b'19',b'.474',b'13',b'35',b'17',b'7',b'3',b'9',b'17',False
