,Date,TEAM,homeStatus,Opponent,oppHasLink,winner,pointsFor,pointsAllowed,FG,FGA,FG_pc,3P,3PA,3P_pc,FT,FTA,FT_pc,ORB,TRB,AST,STL,BLK,TOV,PF,FG_opp,FGA_opp,FG_pc_opp,3P_opp,3PA_opp,3P_pc_opp,FT_opp,FTA_opp,FT_pc_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,tourneyGame
12,b'2018-12-15',abilene-christian,b'@',b'Texas Tech',1,b'L',b'48',b'82',b'15',b'53',b'.283',b'5',b'21',b'.238',b'13',b'22',b'.591',b'8',b'25',b'9',b'4',b'3',b'7',b'25',b'30',b'54',b'.556',b'7',b'22',b'.318',b'15',b'21',b'.714',b'5',b'36',b'14',b'5',b'2',b'10',b'21',False
13,b'2018-12-21',abilene-christian,b'@',b'Southeast Missouri State',1,b'W',b'70',b'68',b'23',b'50',b'.460',b'4',b'15',b'.267',b'20',b'28',b'.714',b'5',b'28',b'12',b'9',b'5',b'14',b'16',b'24',b'49',b'.490',b'11',b'24',b'.458',b'9',b'13',b'.692',b'1',b'26',b'14',b'4',b'3',b'23',b'27',False
14,b'2018-12-29',abilene-christian,b'',b'McMurry',0,b'W',b'88',b'40',b'35',b'74',b'.473',b'8',b'25',b'.320',b'10',b'16',b'.625',b'22',b'53',b'22',b'14',b'3',b'14',b'9',b'15',b'55',b'.273',b'5',b'23',b'.217',b'5',b'6',b'.833',b'7',b'25',b'4',b'10',b'3',b'22',b'16',False
15,b'2019-01-02',abilene-christian,b'',b'New Orleans',1,b'W',b'68',b'58',b'24',b'53',b'.453',b'8',b'17',b'.471',b'12',b'16',b'.750',b'9',b'32',b'12',b'11',b'4',b'17',b'20',b'21',b'51',b'.412',b'0',b'8',b'.000',b'16',b'27',b'.593',b'9',b'27',b'9',b'8',b'1',b'19',b'20',False
16,b'2019-01-05',abilene-christian,b'@',b'Sam Houston State',1,b'L',b'68',b'71',b'22',b'50',b'.440',b'10',b'14',b'.714',b'14',b'16',b'.875',b'9',b'27',b'14',b'11',b'2',b'18',b'17',b'27',b'49',b'.551',b'8',b'16',b'.500',b'9',b'13',b'.692',b'6',b'23',b'14',b'10',b'5',b'18',b'14',False
17,b'2019-01-09',abilene-christian,b'@',b'McNeese State',1,b'W',b'73',b'72',b'26',b'52',b'.500',b'10',b'22',b'.455',b'11',b'19',b'.579',b'6',b'29',b'22',b'3',b'2',b'7',b'16',b'25',b'53',b'.472',b'8',b'15',b'.533',b'14',b'19',b'.737',b'5',b'29',b'20',b'5',b'4',b'6',b'15',False
18,b'2019-01-12',abilene-christian,b'@',b'Southeastern Louisiana',1,b'W',b'75',b'72',b'27',b'56',b'.482',b'6',b'13',b'.462',b'15',b'20',b'.750',b'8',b'25',b'10',b'7',b'3',b'8',b'26',b'19',b'50',b'.380',b'3',b'8',b'.375',b'31',b'33',b'.939',b'10',b'33',b'7',b'3',b'5',b'13',b'17',False
19,b'2019-01-16',abilene-christian,b'',b'Houston Baptist',1,b'W',b'75',b'68',b'28',b'58',b'.483',b'6',b'20',b'.300',b'13',b'21',b'.619',b'10',b'27',b'18',b'10',b'2',b'12',b'18',b'25',b'50',b'.500',b'6',b'14',b'.429',b'12',b'17',b'.706',b'8',b'29',b'14',b'6',b'1',b'20',b'18',False
20,b'2019-01-19',abilene-christian,b'',b'Northwestern State',1,b'W',b'78',b'69',b'28',b'61',b'.459',b'8',b'20',b'.400',b'14',b'20',b'.700',b'9',b'37',b'18',b'3',b'5',b'11',b'18',b'23',b'58',b'.397',b'6',b'24',b'.250',b'17',b'23',b'.739',b'10',b'34',b'12',b'10',b'4',b'11',b'17',False
21,b'2019-01-23',abilene-christian,b'@',b'Stephen F. Austin',1,b'L',b'60',b'61',b'23',b'52',b'.442',b'6',b'17',b'.353',b'8',b'10',b'.800',b'9',b'30',b'12',b'11',b'4',b'24',b'15',b'23',b'54',b'.426',b'7',b'19',b'.368',b'8',b'11',b'.727',b'8',b'29',b'10',b'12',b'1',b'21',b'14',False
22,,abilene-christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,abilene-christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,b'2019-01-26',abilene-christian,b'',b'Central Arkansas',1,b'W',b'79',b'56',b'28',b'60',b'.467',b'6',b'20',b'.300',b'17',b'24',b'.708',b'10',b'35',b'18',b'10',b'6',b'12',b'21',b'15',b'50',b'.300',b'4',b'20',b'.200',b'22',b'30',b'.733',b'8',b'31',b'7',b'7',b'3',b'20',b'16',False
25,b'2019-01-30',abilene-christian,b'',b'Texas A&M-Corpus Christi',1,b'W',b'78',b'71',b'25',b'59',b'.424',b'12',b'24',b'.500',b'16',b'21',b'.762',b'14',b'32',b'17',b'12',b'3',b'14',b'22',b'25',b'46',b'.543',b'2',b'10',b'.200',b'19',b'24',b'.792',b'5',b'28',b'9',b'8',b'4',b'19',b'18',False
26,b'2019-02-06',abilene-christian,b'@',b'Lamar',1,b'W',b'75',b'64',b'25',b'59',b'.424',b'5',b'15',b'.333',b'20',b'26',b'.769',b'9',b'33',b'14',b'7',b'3',b'10',b'25',b'20',b'61',b'.328',b'3',b'17',b'.176',b'21',b'29',b'.724',b'17',b'44',b'9',b'2',b'4',b'15',b'22',False
27,b'2019-02-09',abilene-christian,b'',b'Sam Houston State',1,b'L(2 OT)',b'85',b'90',b'32',b'58',b'.552',b'7',b'18',b'.389',b'14',b'20',b'.700',b'4',b'24',b'11',b'6',b'1',b'20',b'23',b'31',b'59',b'.525',b'6',b'22',b'.273',b'22',b'25',b'.880',b'8',b'30',b'11',b'10',b'3',b'19',b'22',False
28,b'2019-02-13',abilene-christian,b'@',b'Nicholls State',1,b'W',b'64',b'48',b'24',b'60',b'.400',b'4',b'19',b'.211',b'12',b'14',b'.857',b'6',b'37',b'15',b'7',b'3',b'7',b'12',b'16',b'54',b'.296',b'5',b'22',b'.227',b'11',b'13',b'.846',b'4',b'30',b'7',b'4',b'3',b'10',b'14',False
29,b'2019-02-16',abilene-christian,b'@',b'Incarnate Word',1,b'W',b'68',b'48',b'26',b'52',b'.500',b'7',b'23',b'.304',b'9',b'12',b'.750',b'7',b'25',b'16',b'9',b'3',b'12',b'18',b'17',b'41',b'.415',b'4',b'13',b'.308',b'10',b'12',b'.833',b'2',b'20',b'8',b'4',b'3',b'19',b'18',False
30,b'2019-02-23',abilene-christian,b'',b'Southeastern Louisiana',1,b'L',b'66',b'75',b'21',b'54',b'.389',b'8',b'24',b'.333',b'16',b'21',b'.762',b'9',b'22',b'13',b'7',b'4',b'9',b'21',b'25',b'54',b'.463',b'8',b'21',b'.381',b'17',b'23',b'.739',b'15',b'40',b'15',b'7',b'1',b'14',b'18',False
31,b'2019-02-27',abilene-christian,b'@',b'Texas A&M-Corpus Christi',1,b'W',b'73',b'64',b'22',b'54',b'.407',b'8',b'25',b'.320',b'21',b'31',b'.677',b'10',b'31',b'15',b'11',b'0',b'7',b'16',b'26',b'56',b'.464',b'6',b'19',b'.316',b'6',b'14',b'.429',b'11',b'34',b'13',b'3',b'3',b'15',b'20',False
32,b'2019-03-02',abilene-christian,b'@',b'Central Arkansas',1,b'W',b'67',b'55',b'27',b'60',b'.450',b'10',b'24',b'.417',b'3',b'3',b'1.000',b'4',b'32',b'18',b'8',b'0',b'9',b'13',b'23',b'59',b'.390',b'7',b'19',b'.368',b'2',b'7',b'.286',b'10',b'35',b'16',b'4',b'7',b'13',b'8',False
33,b'2019-03-05',abilene-christian,b'',b'Stephen F. Austin',1,b'W',b'72',b'58',b'24',b'55',b'.436',b'8',b'26',b'.308',b'16',b'23',b'.696',b'9',b'36',b'18',b'5',b'5',b'8',b'14',b'22',b'57',b'.386',b'6',b'18',b'.333',b'8',b'11',b'.727',b'7',b'29',b'6',b'3',b'3',b'10',b'22',False
34,b'2019-03-09',abilene-christian,b'',b'Incarnate Word',1,b'W',b'81',b'52',b'29',b'59',b'.492',b'12',b'26',b'.462',b'11',b'15',b'.733',b'10',b'33',b'19',b'9',b'1',b'7',b'11',b'20',b'46',b'.435',b'9',b'21',b'.429',b'3',b'4',b'.750',b'2',b'20',b'9',b'6',b'2',b'17',b'13',False
35,b'2019-03-15',abilene-christian,b'N',b'Southeastern Louisiana',1,b'W',b'69',b'66',b'20',b'51',b'.392',b'7',b'20',b'.350',b'22',b'28',b'.786',b'9',b'31',b'11',b'9',b'3',b'13',b'22',b'23',b'47',b'.489',b'5',b'17',b'.294',b'15',b'21',b'.714',b'6',b'31',b'10',b'6',b'4',b'17',b'22',False
36,b'2019-03-16',abilene-christian,b'N',b'New Orleans',1,b'W',b'77',b'60',b'32',b'57',b'.561',b'4',b'12',b'.333',b'9',b'14',b'.643',b'6',b'29',b'15',b'13',b'2',b'12',b'13',b'21',b'52',b'.404',b'6',b'16',b'.375',b'12',b'16',b'.750',b'6',b'24',b'13',b'5',b'3',b'19',b'15',False
37,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,b'2018-11-06',air-force,b'',b'Johnson & Wales',0,b'W',b'90',b'65',b'35',b'61',b'.574',b'9',b'16',b'.563',b'11',b'18',b'.611',b'11',b'41',b'22',b'5',b'1',b'14',b'17',b'24',b'59',b'.407',b'7',b'23',b'.304',b'10',b'17',b'.588',b'7',b'21',b'7',b'10',b'3',b'9',b'17',False
40,b'2018-11-09',air-force,b'@',b'Texas State',1,b'L',b'57',b'67',b'19',b'46',b'.413',b'8',b'26',b'.308',b'11',b'15',b'.733',b'5',b'31',b'14',b'2',b'2',b'16',b'21',b'24',b'51',b'.471',b'8',b'17',b'.471',b'11',b'18',b'.611',b'4',b'28',b'19',b'9',b'4',b'8',b'19',False
41,b'2018-11-16',air-force,b'N',b'UMBC',1,b'L(2 OT)',b'72',b'77',b'26',b'63',b'.413',b'5',b'26',b'.192',b'15',b'21',b'.714',b'5',b'36',b'10',b'5',b'2',b'20',b'23',b'25',b'62',b'.403',b'9',b'32',b'.281',b'18',b'29',b'.621',b'7',b'36',b'12',b'10',b'1',b'16',b'18',False
42,b'2018-11-18',air-force,b'N',b'South Dakota',1,b'W',b'65',b'62',b'24',b'40',b'.600',b'4',b'11',b'.364',b'13',b'21',b'.619',b'3',b'31',b'8',b'4',b'5',b'22',b'21',b'21',b'56',b'.375',b'7',b'21',b'.333',b'13',b'17',b'.765',b'4',b'18',b'11',b'11',b'1',b'8',b'21',False
43,b'2018-11-19',air-force,b'N',b'High Point',1,b'L',b'62',b'69',b'22',b'55',b'.400',b'6',b'24',b'.250',b'12',b'16',b'.750',b'11',b'29',b'12',b'2',b'2',b'12',b'20',b'25',b'55',b'.455',b'6',b'17',b'.353',b'13',b'18',b'.722',b'12',b'34',b'9',b'6',b'1',b'10',b'16',False
44,b'2018-11-24',air-force,b'',b'Colorado',1,b'L',b'56',b'93',b'20',b'54',b'.370',b'1',b'13',b'.077',b'15',b'28',b'.536',b'5',b'22',b'3',b'6',b'1',b'12',b'17',b'34',b'58',b'.586',b'14',b'29',b'.483',b'11',b'18',b'.611',b'6',b'42',b'18',b'8',b'3',b'15',b'21',False
45,b'2018-11-28',air-force,b'',b'Missouri State',1,b'W',b'88',b'69',b'31',b'53',b'.585',b'17',b'28',b'.607',b'9',b'11',b'.818',b'6',b'27',b'23',b'5',b'0',b'14',b'19',b'23',b'48',b'.479',b'5',b'17',b'.294',b'18',b'23',b'.783',b'6',b'22',b'12',b'7',b'4',b'15',b'17',False
46,b'2018-12-01',air-force,b'@',b'Pacific',1,b'L',b'69',b'82',b'26',b'49',b'.531',b'7',b'23',b'.304',b'10',b'13',b'.769',b'4',b'24',b'13',b'3',b'0',b'10',b'16',b'28',b'53',b'.528',b'10',b'22',b'.455',b'16',b'20',b'.800',b'9',b'29',b'13',b'8',b'3',b'12',b'18',False
47,b'2018-12-05',air-force,b'',b'Denver',1,b'W',b'73',b'65',b'24',b'50',b'.480',b'7',b'26',b'.269',b'18',b'21',b'.857',b'5',b'31',b'18',b'7',b'3',b'12',b'16',b'23',b'59',b'.390',b'11',b'27',b'.407',b'8',b'13',b'.615',b'12',b'34',b'16',b'4',b'0',b'15',b'22',False
48,b'2018-12-08',air-force,b'',b'Army',1,b'L',b'61',b'66',b'21',b'48',b'.438',b'8',b'20',b'.400',b'11',b'24',b'.458',b'5',b'39',b'14',b'4',b'4',b'19',b'18',b'23',b'62',b'.371',b'7',b'31',b'.226',b'13',b'22',b'.591',b'5',b'31',b'11',b'10',b'4',b'6',b'21',False
49,b'2018-12-22',air-force,b'@',b'Michigan',1,b'L',b'50',b'71',b'21',b'45',b'.467',b'2',b'11',b'.182',b'6',b'12',b'.500',b'3',b'24',b'8',b'4',b'1',b'18',b'15',b'28',b'60',b'.467',b'10',b'32',b'.313',b'5',b'7',b'.714',b'11',b'30',b'15',b'9',b'5',b'11',b'14',False
50,b'2018-12-28',air-force,b'',b'UC-Riverside',1,b'W',b'72',b'60',b'25',b'45',b'.556',b'8',b'16',b'.500',b'14',b'19',b'.737',b'6',b'30',b'10',b'5',b'2',b'15',b'14',b'22',b'52',b'.423',b'9',b'24',b'.375',b'7',b'10',b'.700',b'4',b'19',b'10',b'6',b'1',b'12',b'16',False
51,b'2019-01-02',air-force,b'',b'New Mexico',1,b'L',b'58',b'65',b'24',b'63',b'.381',b'2',b'15',b'.133',b'8',b'12',b'.667',b'10',b'32',b'17',b'10',b'2',b'14',b'17',b'23',b'53',b'.434',b'9',b'26',b'.346',b'10',b'16',b'.625',b'9',b'37',b'13',b'9',b'3',b'19',b'14',False
52,b'2019-01-05',air-force,b'@',b'Utah State',1,b'L',b'62',b'79',b'22',b'56',b'.393',b'10',b'28',b'.357',b'8',b'10',b'.800',b'4',b'16',b'14',b'5',b'2',b'9',b'16',b'29',b'52',b'.558',b'11',b'26',b'.423',b'10',b'12',b'.833',b'9',b'37',b'25',b'6',b'5',b'17',b'15',False
53,b'2019-01-08',air-force,b'@',b'Colorado State',1,b'L',b'64',b'87',b'27',b'52',b'.519',b'4',b'14',b'.286',b'6',b'8',b'.750',b'6',b'23',b'7',b'4',b'0',b'16',b'11',b'35',b'62',b'.565',b'8',b'25',b'.320',b'9',b'10',b'.900',b'9',b'25',b'25',b'15',b'2',b'7',b'13',False
54,b'2019-01-12',air-force,b'',b'San Diego State',1,b'W',b'62',b'48',b'23',b'59',b'.390',b'9',b'28',b'.321',b'7',b'10',b'.700',b'11',b'37',b'12',b'8',b'2',b'9',b'17',b'19',b'50',b'.380',b'2',b'17',b'.118',b'8',b'13',b'.615',b'6',b'31',b'7',b'6',b'0',b'13',b'15',False
55,b'2019-01-16',air-force,b'',b'UNLV',1,b'W',b'106',b'88',b'40',b'67',b'.597',b'9',b'20',b'.450',b'17',b'20',b'.850',b'10',b'34',b'20',b'2',b'2',b'6',b'21',b'30',b'62',b'.484',b'14',b'28',b'.500',b'14',b'26',b'.538',b'10',b'29',b'15',b'4',b'4',b'8',b'18',False
56,b'2019-01-19',air-force,b'@',b'Nevada',1,b'L',b'52',b'67',b'19',b'51',b'.373',b'6',b'22',b'.273',b'8',b'9',b'.889',b'3',b'28',b'11',b'5',b'0',b'21',b'24',b'24',b'57',b'.421',b'5',b'27',b'.185',b'14',b'23',b'.609',b'9',b'37',b'13',b'8',b'1',b'14',b'18',False
57,b'2019-01-22',air-force,b'',b'Boise State',1,b'W',b'74',b'60',b'26',b'48',b'.542',b'5',b'16',b'.313',b'17',b'21',b'.810',b'8',b'39',b'14',b'1',b'4',b'16',b'18',b'20',b'55',b'.364',b'5',b'25',b'.200',b'15',b'23',b'.652',b'5',b'21',b'4',b'7',b'4',b'6',b'19',False
58,b'2019-01-26',air-force,b'@',b'San Jose State',1,b'W(2 OT)',b'73',b'71',b'29',b'85',b'.341',b'11',b'47',b'.234',b'4',b'14',b'.286',b'13',b'49',b'18',b'7',b'1',b'7',b'21',b'27',b'67',b'.403',b'8',b'26',b'.308',b'9',b'20',b'.450',b'8',b'53',b'22',b'3',b'0',b'19',b'15',False
59,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,air-force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,b'2019-01-30',air-force,b'@',b'San Diego State',1,b'L',b'51',b'66',b'21',b'56',b'.375',b'4',b'17',b'.235',b'5',b'5',b'1.000',b'3',b'26',b'15',b'9',b'2',b'10',b'13',b'24',b'55',b'.436',b'9',b'25',b'.360',b'9',b'10',b'.900',b'7',b'36',b'18',b'6',b'6',b'15',b'11',False
62,b'2019-02-02',air-force,b'',b'Colorado State',1,b'L',b'53',b'85',b'16',b'49',b'.327',b'8',b'29',b'.276',b'13',b'19',b'.684',b'5',b'22',b'9',b'4',b'0',b'11',b'18',b'33',b'54',b'.611',b'7',b'18',b'.389',b'12',b'17',b'.706',b'6',b'38',b'13',b'8',b'3',b'10',b'20',False
63,b'2019-02-06',air-force,b'',b'Wyoming',1,b'W',b'81',b'76',b'32',b'60',b'.533',b'4',b'14',b'.286',b'13',b'21',b'.619',b'6',b'31',b'15',b'10',b'1',b'5',b'11',b'26',b'56',b'.464',b'15',b'37',b'.405',b'9',b'11',b'.818',b'0',b'24',b'14',b'3',b'1',b'13',b'17',False
64,b'2019-02-12',air-force,b'@',b'UNLV',1,b'L',b'72',b'77',b'30',b'59',b'.508',b'8',b'18',b'.444',b'4',b'7',b'.571',b'11',b'30',b'15',b'5',b'0',b'15',b'12',b'29',b'58',b'.500',b'10',b'28',b'.357',b'9',b'13',b'.692',b'9',b'28',b'12',b'10',b'3',b'12',b'11',False
65,b'2019-02-16',air-force,b'',b'Utah State',1,b'L',b'62',b'76',b'21',b'50',b'.420',b'7',b'18',b'.389',b'13',b'19',b'.684',b'4',b'25',b'6',b'2',b'2',b'14',b'18',b'26',b'56',b'.464',b'11',b'30',b'.367',b'13',b'16',b'.813',b'10',b'34',b'14',b'4',b'4',b'14',b'23',False
66,b'2019-02-20',air-force,b'@',b'Fresno State',1,b'W',b'64',b'61',b'23',b'56',b'.411',b'10',b'31',b'.323',b'8',b'19',b'.421',b'4',b'37',b'10',b'7',b'4',b'12',b'16',b'20',b'57',b'.351',b'12',b'31',b'.387',b'9',b'12',b'.750',b'4',b'38',b'9',b'9',b'3',b'15',b'22',False
67,b'2019-02-23',air-force,b'',b'San Jose State',1,b'W',b'82',b'68',b'31',b'78',b'.397',b'11',b'33',b'.333',b'9',b'11',b'.818',b'16',b'41',b'23',b'5',b'2',b'5',b'18',b'23',b'60',b'.383',b'6',b'21',b'.286',b'16',b'19',b'.842',b'10',b'39',b'9',b'3',b'0',b'14',b'14',False
68,b'2019-03-02',air-force,b'@',b'Wyoming',1,b'W',b'80',b'72',b'29',b'62',b'.468',b'9',b'18',b'.500',b'13',b'17',b'.765',b'11',b'38',b'13',b'3',b'0',b'5',b'17',b'24',b'55',b'.436',b'13',b'36',b'.361',b'11',b'15',b'.733',b'2',b'25',b'12',b'2',b'6',b'8',b'16',False
69,b'2019-03-05',air-force,b'',b'Nevada',1,b'L',b'79',b'90',b'29',b'57',b'.509',b'12',b'25',b'.480',b'9',b'15',b'.600',b'4',b'28',b'15',b'3',b'4',b'10',b'15',b'33',b'63',b'.524',b'13',b'26',b'.500',b'11',b'18',b'.611',b'7',b'33',b'14',b'5',b'6',b'5',b'16',False
70,b'2019-03-09',air-force,b'@',b'Boise State',1,b'L',b'52',b'80',b'18',b'49',b'.367',b'6',b'22',b'.273',b'10',b'11',b'.909',b'2',b'20',b'8',b'3',b'1',b'11',b'10',b'30',b'59',b'.508',b'12',b'31',b'.387',b'8',b'11',b'.727',b'8',b'31',b'18',b'8',b'0',b'6',b'13',False
71,b'2019-03-13',air-force,b'N',b'San Jose State',1,b'W',b'87',b'56',b'30',b'62',b'.484',b'11',b'30',b'.367',b'16',b'24',b'.667',b'9',b'40',b'25',b'6',b'1',b'7',b'19',b'18',b'52',b'.346',b'10',b'27',b'.370',b'10',b'16',b'.625',b'2',b'27',b'10',b'4',b'2',b'12',b'22',False
72,b'2019-03-14',air-force,b'N',b'Fresno State',1,b'L',b'50',b'76',b'18',b'49',b'.367',b'6',b'27',b'.222',b'8',b'12',b'.667',b'4',b'30',b'12',b'3',b'4',b'17',b'14',b'28',b'61',b'.459',b'16',b'38',b'.421',b'4',b'7',b'.571',b'8',b'36',b'23',b'13',b'4',b'9',b'18',False
73,,akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,b'2018-11-06',akron,b'',b'Cedarville',0,b'W',b'70',b'50',b'24',b'60',b'.400',b'11',b'31',b'.355',b'11',b'15',b'.733',b'8',b'42',b'12',b'6',b'5',b'11',b'15',b'22',b'63',b'.349',b'5',b'25',b'.200',b'1',b'5',b'.200',b'10',b'36',b'13',b'6',b'4',b'13',b'17',False
76,b'2018-11-10',akron,b'N',b'Youngstown State',1,b'W',b'98',b'69',b'36',b'64',b'.563',b'7',b'22',b'.318',b'19',b'26',b'.731',b'9',b'33',b'12',b'5',b'1',b'5',b'18',b'26',b'60',b'.433',b'12',b'29',b'.414',b'5',b'10',b'.500',b'11',b'32',b'13',b'1',b'2',b'15',b'27',False
77,b'2018-11-16',akron,b'',b'Chicago State',1,b'W',b'87',b'46',b'28',b'53',b'.528',b'11',b'29',b'.379',b'20',b'34',b'.588',b'4',b'29',b'13',b'10',b'7',b'14',b'24',b'17',b'53',b'.321',b'1',b'10',b'.100',b'11',b'21',b'.524',b'5',b'25',b'5',b'6',b'0',b'20',b'30',False
78,b'2018-11-19',akron,b'N',b'Clemson',1,b'L',b'69',b'72',b'23',b'53',b'.434',b'11',b'29',b'.379',b'12',b'15',b'.800',b'2',b'22',b'11',b'6',b'1',b'15',b'24',b'25',b'51',b'.490',b'4',b'13',b'.308',b'18',b'29',b'.621',b'10',b'34',b'9',b'6',b'0',b'14',b'18',False
79,b'2018-11-20',akron,b'N',b'Illinois State',1,b'L',b'68',b'73',b'21',b'65',b'.323',b'7',b'41',b'.171',b'19',b'24',b'.792',b'7',b'31',b'9',b'6',b'1',b'4',b'18',b'26',b'56',b'.464',b'6',b'15',b'.400',b'15',b'21',b'.714',b'9',b'46',b'12',b'1',b'3',b'9',b'20',False
80,b'2018-11-21',akron,b'N',b'St. Bonaventure',1,b'W',b'61',b'49',b'18',b'49',b'.367',b'10',b'23',b'.435',b'15',b'21',b'.714',b'9',b'30',b'13',b'2',b'3',b'10',b'12',b'20',b'52',b'.385',b'2',b'11',b'.182',b'7',b'16',b'.438',b'12',b'34',b'6',b'6',b'1',b'12',b'19',False
81,b'2018-11-28',akron,b'',b'Alabama State',1,b'W',b'86',b'54',b'34',b'60',b'.567',b'12',b'32',b'.375',b'6',b'13',b'.462',b'11',b'36',b'20',b'6',b'6',b'16',b'17',b'18',b'55',b'.327',b'7',b'23',b'.304',b'11',b'15',b'.733',b'10',b'20',b'11',b'4',b'0',b'15',b'16',False
82,b'2018-12-01',akron,b'',b'Detroit',1,b'W',b'71',b'59',b'24',b'56',b'.429',b'8',b'24',b'.333',b'15',b'22',b'.682',b'8',b'40',b'18',b'2',b'6',b'13',b'16',b'20',b'66',b'.303',b'9',b'35',b'.257',b'10',b'14',b'.714',b'11',b'35',b'4',b'7',b'3',b'7',b'22',False
